,Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,kluster
3060,854,2020-02-25,jakarta barat,"jakarta barat, tangki",2,0,40,0
3061,854,2020-02-25,jakarta barat,"jakarta barat, tangki",7,0,40,0
3062,855,2020-02-25,jakarta barat,"jakarta barat, mangga besar",1,0,40,0
3063,856,2020-02-25,jakarta barat,"jakarta barat, pekojan",12,0,50,0
3064,857,2020-02-25,jakarta selatan,"jakarta selatan, cilandak barat",2,0,80,0
3065,858,2020-02-22,jakarta selatan,"jakarta selatan, cipete selatan",1,0,40,0
3066,858,2020-02-22,jakarta selatan,"jakarta selatan, cipete selatan",7,0,40,0
3067,859,2020-02-23,jakarta selatan,"jakarta selatan, cipete selatan",1,0,40,0
3068,859,2020-02-23,jakarta selatan,"jakarta selatan, cipete selatan",7,0,40,0
3069,860,2020-02-22,jakarta selatan,"jakarta selatan, pondok labu",3,0,20,0
3070,861,2020-02-08,jakarta selatan,"jakarta selatan, tanjung barat",5,0,100,0
3071,861,2020-02-08,jakarta selatan,"jakarta selatan, tanjung barat",,0,100,0
3072,862,2020-02-20,jakarta selatan,"jakarta selatan, tanjung barat",5,0,100,0
3073,862,2020-02-20,jakarta selatan,"jakarta selatan, tanjung barat",,0,100,0
3074,863,2020-02-25,jakarta selatan,"jakarta selatan, tanjung barat",5,0,100,0
3075,863,2020-02-25,jakarta selatan,"jakarta selatan, tanjung barat",,0,100,0
3076,864,2020-02-25,jakarta selatan,"jakarta selatan, cipedak",6,0,20,0
3077,865,2020-02-25,jakarta selatan,"jakarta selatan, kramat pela",8,0,20,0
3078,865,2020-02-25,jakarta selatan,"jakarta selatan, kramat pela",9,0,20,0
3079,866,2020-02-02,jakarta selatan,"jakarta selatan, petogogan",1,0,35,0
3080,866,2020-02-02,jakarta selatan,"jakarta selatan, petogogan",2,0,35,0
3081,866,2020-02-02,jakarta selatan,"jakarta selatan, petogogan",3,0,35,0
3082,866,2020-02-02,jakarta selatan,"jakarta selatan, petogogan",7,0,35,0
3083,867,2020-02-08,jakarta selatan,"jakarta selatan, petogogan",1,0,35,0
3084,867,2020-02-08,jakarta selatan,"jakarta selatan, petogogan",2,0,35,0
3085,867,2020-02-08,jakarta selatan,"jakarta selatan, petogogan",3,0,35,0
3086,867,2020-02-08,jakarta selatan,"jakarta selatan, petogogan",7,0,35,0
3087,868,2020-02-25,jakarta selatan,"jakarta selatan, petogogan",1,0,35,0
3088,868,2020-02-25,jakarta selatan,"jakarta selatan, petogogan",2,0,35,0
3089,868,2020-02-25,jakarta selatan,"jakarta selatan, petogogan",3,0,35,0
3090,868,2020-02-25,jakarta selatan,"jakarta selatan, petogogan",7,0,35,0
3091,869,2020-02-25,jakarta selatan,"jakarta selatan, pulo",3,0,20,0
3092,870,2020-02-25,jakarta selatan,"jakarta selatan, cipete utara",6,0,20,0
3093,870,2020-02-25,jakarta selatan,"jakarta selatan, cipete utara",10,0,20,0
3094,871,2020-02-25,jakarta selatan,"jakarta selatan, cipulir",7,0,100,0
3095,871,2020-02-25,jakarta selatan,"jakarta selatan, cipulir",10,0,100,0
3096,872,2020-02-20,jakarta selatan,"jakarta selatan, kebayoran lama selatan",4,0,30,0
3097,873,2020-02-25,jakarta selatan,"jakarta selatan, kebayoran lama selatan",4,0,30,0
3098,874,2020-02-20,jakarta selatan,"jakarta selatan, pondok pinang",1,0,60,0
3099,874,2020-02-20,jakarta selatan,"jakarta selatan, pondok pinang",5,0,60,0
3100,874,2020-02-20,jakarta selatan,"jakarta selatan, pondok pinang",,0,60,0
3101,875,2020-02-25,jakarta selatan,"jakarta selatan, pondok pinang",1,0,60,0
3102,875,2020-02-25,jakarta selatan,"jakarta selatan, pondok pinang",5,0,60,0
3103,875,2020-02-25,jakarta selatan,"jakarta selatan, pondok pinang",,0,60,0
3104,876,2020-02-23,jakarta selatan,"jakarta selatan, bangka",1,0,30,0
3105,876,2020-02-23,jakarta selatan,"jakarta selatan, bangka",6,0,30,0
3106,877,2020-02-25,jakarta selatan,"jakarta selatan, bangka",1,0,30,0
3107,877,2020-02-25,jakarta selatan,"jakarta selatan, bangka",6,0,30,0
3108,878,2020-02-25,jakarta selatan,"jakarta selatan, kuningan barat",4,0,30,0
3109,878,2020-02-25,jakarta selatan,"jakarta selatan, kuningan barat",5,0,30,0
3110,879,2020-02-23,jakarta selatan,"jakarta selatan, mampang prapatan",5,0,120,0
3111,879,2020-02-23,jakarta selatan,"jakarta selatan, mampang prapatan",,0,120,0
3112,880,2020-02-22,jakarta selatan,"jakarta selatan, pela mampang",4,0,30,0
3113,880,2020-02-22,jakarta selatan,"jakarta selatan, pela mampang",6,0,30,0
3114,881,2020-02-25,jakarta selatan,"jakarta selatan, pela mampang",4,0,30,0
3115,881,2020-02-25,jakarta selatan,"jakarta selatan, pela mampang",6,0,30,0
3116,882,2020-02-08,jakarta selatan,"jakarta selatan, cikoko",1,0,25,0
3117,882,2020-02-08,jakarta selatan,"jakarta selatan, cikoko",4,0,25,0
3118,883,2020-02-23,jakarta selatan,"jakarta selatan, cikoko",1,0,25,0
3119,883,2020-02-23,jakarta selatan,"jakarta selatan, cikoko",4,0,25,0
3120,884,2020-02-08,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,0
3121,884,2020-02-08,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,0
3122,884,2020-02-08,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,0
3123,885,2020-02-20,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,0
3124,885,2020-02-20,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,0
3125,885,2020-02-20,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,0
3126,886,2020-02-22,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,0
3127,886,2020-02-22,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,0
3128,886,2020-02-22,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,0
3129,887,2020-02-23,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,0
3130,887,2020-02-23,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,0
3131,887,2020-02-23,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,0
3132,888,2020-02-24,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,0
3133,888,2020-02-24,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,0
3134,888,2020-02-24,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,0
3135,889,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",1,282,200,0
3136,889,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",3,282,200,0
3137,889,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",6,282,200,0
3138,889,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",7,282,200,0
3139,890,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",1,282,200,0
3140,890,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",3,282,200,0
3141,890,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",6,282,200,0
3142,890,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",7,282,200,0
3143,891,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",1,282,200,0
3144,891,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",3,282,200,0
3145,891,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",6,282,200,0
3146,891,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",7,282,200,0
3147,892,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",1,282,200,0
3148,892,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",3,282,200,0
3149,892,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",6,282,200,0
3150,892,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",7,282,200,0
3151,893,2020-02-22,jakarta selatan,"jakarta selatan, duren tiga",5,0,50,0
3152,893,2020-02-22,jakarta selatan,"jakarta selatan, duren tiga",,0,50,0
3153,894,2020-02-23,jakarta selatan,"jakarta selatan, duren tiga",5,0,50,0
3154,894,2020-02-23,jakarta selatan,"jakarta selatan, duren tiga",,0,50,0
3155,895,2020-02-25,jakarta selatan,"jakarta selatan, duren tiga",5,0,50,0
3156,895,2020-02-25,jakarta selatan,"jakarta selatan, duren tiga",,0,50,0
3157,896,2020-02-25,jakarta selatan,"jakarta selatan, jati padang",6,0,40,0
3158,897,2020-02-25,jakarta selatan,"jakarta selatan, kebagusan",6,0,40,0
3159,897,2020-02-25,jakarta selatan,"jakarta selatan, kebagusan",7,0,40,0
3160,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,0
3161,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,0
3162,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,0
3163,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,0
3164,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,0
3165,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,0
3166,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,0
3167,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,0
3168,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,0
3169,898,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,0
3170,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,0
3171,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,0
3172,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,0
3173,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,0
3174,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,0
3175,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,0
3176,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,0
3177,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,0
3178,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,0
3179,899,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,0
3180,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,0
3181,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,0
3182,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,0
3183,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,0
3184,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,0
3185,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,0
3186,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,0
3187,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,0
3188,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,0
3189,900,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,0
3190,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,0
3191,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,0
3192,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,0
3193,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,0
3194,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,0
3195,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,0
3196,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,0
3197,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,0
3198,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,0
3199,901,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,0
3200,902,2020-02-23,jakarta selatan,"jakarta selatan, ragunan",4,0,50,0
3201,902,2020-02-23,jakarta selatan,"jakarta selatan, ragunan",9,0,50,0
3202,903,2020-02-25,jakarta selatan,"jakarta selatan, ragunan",4,0,50,0
3203,903,2020-02-25,jakarta selatan,"jakarta selatan, ragunan",9,0,50,0
3204,904,2020-02-25,jakarta selatan,"jakarta selatan, pasar minggu",5,0,15,0
3205,905,2020-02-20,jakarta selatan,"jakarta selatan, bintaro",5,0,30,0
3206,905,2020-02-20,jakarta selatan,"jakarta selatan, bintaro",,0,30,0
3207,906,2020-02-25,jakarta selatan,"jakarta selatan, bintaro",5,0,30,0
3208,906,2020-02-25,jakarta selatan,"jakarta selatan, bintaro",,0,30,0
3209,907,2020-02-25,jakarta selatan,"jakarta selatan, petukangan selatan",1,0,30,0
3210,907,2020-02-25,jakarta selatan,"jakarta selatan, petukangan selatan",6,0,30,0
3211,908,2020-02-23,jakarta selatan,"jakarta selatan, guntur",6,0,40,0
3212,909,2020-02-22,jakarta selatan,"jakarta selatan, karet semanggi",4,0,80,0
3213,910,2020-02-23,jakarta selatan,"jakarta selatan, karet semanggi",4,0,80,0
3214,911,2020-02-25,jakarta selatan,"jakarta selatan, karet semanggi",4,0,80,0
3215,912,2020-02-23,jakarta selatan,"jakarta selatan, pasar manggis",5,0,40,0
3216,913,2020-02-23,jakarta selatan,"jakarta selatan, karet",2,0,30,0
3217,913,2020-02-23,jakarta selatan,"jakarta selatan, karet",7,0,30,0
3218,914,2020-02-23,jakarta selatan,"jakarta selatan, menteng atas",7,0,20,0
3219,915,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",1,15,80,0
3220,915,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",4,15,80,0
3221,915,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",5,15,80,0
3222,915,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",9,15,80,0
3223,915,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",10,15,80,0
3224,915,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",11,15,80,0
3225,916,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",1,15,80,0
3226,916,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",4,15,80,0
3227,916,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",5,15,80,0
3228,916,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",9,15,80,0
3229,916,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",10,15,80,0
3230,916,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",11,15,80,0
3231,917,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",1,15,80,0
3232,917,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",4,15,80,0
3233,917,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",5,15,80,0
3234,917,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",9,15,80,0
3235,917,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",10,15,80,0
3236,917,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",11,15,80,0
3237,918,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",1,15,80,0
3238,918,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",4,15,80,0
3239,918,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",5,15,80,0
3240,918,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",9,15,80,0
3241,918,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",10,15,80,0
3242,918,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",11,15,80,0
3243,919,2020-02-23,jakarta selatan,"jakarta selatan, manggarai selatan",2,0,30,0
3244,919,2020-02-23,jakarta selatan,"jakarta selatan, manggarai selatan",5,0,30,0
3245,920,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",6,0,100,0
3246,920,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",8,0,100,0
3247,920,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",11,0,100,0
3248,920,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",12,0,100,0
3249,921,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",6,0,100,0
3250,921,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",8,0,100,0
3251,921,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",11,0,100,0
3252,921,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",12,0,100,0
3253,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,0
3254,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,0
3255,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,0
3256,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,0
3257,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,0
3258,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,0
3259,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,0
3260,922,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,0
3261,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,0
3262,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,0
3263,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,0
3264,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,0
3265,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,0
3266,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,0
3267,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,0
3268,923,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,0
3269,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,0
3270,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,0
3271,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,0
3272,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,0
3273,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,0
3274,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,0
3275,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,0
3276,924,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,0
3277,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,0
3278,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,0
3279,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,0
3280,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,0
3281,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,0
3282,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,0
3283,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,0
3284,925,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,0
3285,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,0
3286,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,0
3287,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,0
3288,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,0
3289,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,0
3290,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,0
3291,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,0
3292,926,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,0
3293,927,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",1,0,130,0
3294,927,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",8,0,130,0
3295,927,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",10,0,130,0
3296,927,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",11,0,130,0
3297,927,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",,0,130,0
3298,928,2020-02-08,jakarta timur,"jakarta timur, cakung barat",3,98,100,0
3299,928,2020-02-08,jakarta timur,"jakarta timur, cakung barat",6,98,100,0
3300,928,2020-02-08,jakarta timur,"jakarta timur, cakung barat",7,98,100,0
3301,928,2020-02-08,jakarta timur,"jakarta timur, cakung barat",8,98,100,0
3302,928,2020-02-08,jakarta timur,"jakarta timur, cakung barat",9,98,100,0
3303,929,2020-02-23,jakarta timur,"jakarta timur, cakung barat",3,98,100,0
3304,929,2020-02-23,jakarta timur,"jakarta timur, cakung barat",6,98,100,0
3305,929,2020-02-23,jakarta timur,"jakarta timur, cakung barat",7,98,100,0
3306,929,2020-02-23,jakarta timur,"jakarta timur, cakung barat",8,98,100,0
3307,929,2020-02-23,jakarta timur,"jakarta timur, cakung barat",9,98,100,0
3308,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",5,630,100,0
3309,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",6,630,100,0
3310,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",7,630,100,0
3311,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",8,630,100,0
3312,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",9,630,100,0
3313,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",10,630,100,0
3314,930,2020-02-22,jakarta timur,"jakarta timur, cakung timur",12,630,100,0
3315,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",5,630,100,0
3316,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",6,630,100,0
3317,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",7,630,100,0
3318,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",8,630,100,0
3319,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",9,630,100,0
3320,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",10,630,100,0
3321,931,2020-02-23,jakarta timur,"jakarta timur, cakung timur",12,630,100,0
3322,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",5,630,100,0
3323,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",6,630,100,0
3324,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",7,630,100,0
3325,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",8,630,100,0
3326,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",9,630,100,0
3327,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",10,630,100,0
3328,932,2020-02-24,jakarta timur,"jakarta timur, cakung timur",12,630,100,0
3329,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",5,630,100,0
3330,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",6,630,100,0
3331,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",7,630,100,0
3332,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",8,630,100,0
3333,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",9,630,100,0
3334,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",10,630,100,0
3335,933,2020-02-27,jakarta timur,"jakarta timur, cakung timur",12,630,100,0
3336,934,2020-02-08,jakarta timur,"jakarta timur, penggilingan",3,0,50,0
3337,934,2020-02-08,jakarta timur,"jakarta timur, penggilingan",5,0,50,0
3338,934,2020-02-08,jakarta timur,"jakarta timur, penggilingan",8,0,50,0
3339,935,2020-02-16,jakarta timur,"jakarta timur, penggilingan",3,0,50,0
3340,935,2020-02-16,jakarta timur,"jakarta timur, penggilingan",5,0,50,0
3341,935,2020-02-16,jakarta timur,"jakarta timur, penggilingan",8,0,50,0
3342,936,2020-02-23,jakarta timur,"jakarta timur, penggilingan",3,0,50,0
3343,936,2020-02-23,jakarta timur,"jakarta timur, penggilingan",5,0,50,0
3344,936,2020-02-23,jakarta timur,"jakarta timur, penggilingan",8,0,50,0
3345,937,2020-02-25,jakarta timur,"jakarta timur, penggilingan",3,0,50,0
3346,937,2020-02-25,jakarta timur,"jakarta timur, penggilingan",5,0,50,0
3347,937,2020-02-25,jakarta timur,"jakarta timur, penggilingan",8,0,50,0
3348,938,2020-02-01,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3349,938,2020-02-01,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3350,938,2020-02-01,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3351,939,2020-02-02,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3352,939,2020-02-02,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3353,939,2020-02-02,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3354,940,2020-02-03,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3355,940,2020-02-03,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3356,940,2020-02-03,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3357,941,2020-02-08,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3358,941,2020-02-08,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3359,941,2020-02-08,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3360,942,2020-02-20,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3361,942,2020-02-20,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3362,942,2020-02-20,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3363,943,2020-02-22,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3364,943,2020-02-22,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3365,943,2020-02-22,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3366,944,2020-02-23,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3367,944,2020-02-23,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3368,944,2020-02-23,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3369,945,2020-02-25,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2
3370,945,2020-02-25,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2
3371,945,2020-02-25,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2
3372,946,2020-02-16,jakarta timur,"jakarta timur, jatinegara",2,0,60,0
3373,946,2020-02-16,jakarta timur,"jakarta timur, jatinegara",6,0,60,0
3374,946,2020-02-16,jakarta timur,"jakarta timur, jatinegara",8,0,60,0
3375,946,2020-02-16,jakarta timur,"jakarta timur, jatinegara",9,0,60,0
3376,946,2020-02-16,jakarta timur,"jakarta timur, jatinegara",11,0,60,0
3377,947,2020-02-23,jakarta timur,"jakarta timur, jatinegara",2,0,60,0
3378,947,2020-02-23,jakarta timur,"jakarta timur, jatinegara",6,0,60,0
3379,947,2020-02-23,jakarta timur,"jakarta timur, jatinegara",8,0,60,0
3380,947,2020-02-23,jakarta timur,"jakarta timur, jatinegara",9,0,60,0
3381,947,2020-02-23,jakarta timur,"jakarta timur, jatinegara",11,0,60,0
3382,948,2020-02-25,jakarta timur,"jakarta timur, jatinegara",2,0,60,0
3383,948,2020-02-25,jakarta timur,"jakarta timur, jatinegara",6,0,60,0
3384,948,2020-02-25,jakarta timur,"jakarta timur, jatinegara",8,0,60,0
3385,948,2020-02-25,jakarta timur,"jakarta timur, jatinegara",9,0,60,0
3386,948,2020-02-25,jakarta timur,"jakarta timur, jatinegara",11,0,60,0
3387,949,2020-02-16,jakarta timur,"jakarta timur, pulo gebang",5,0,90,0
