,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian,Unnamed: 0.1
308,Jakarta Timur,MATRAMAN,PAL MERIAM,"rw 01,  03",2,4,0,0,10 - 60 cm,"23, 25 februari 2020",0,0,0,0,0,0,0,0,308.0
309,Jakarta Timur,PASAR REBO,PEKAYON,rw 07,1,1,0,0,10 - 25 cm,16 februari 2020,0,0,0,0,0,0,0,0,309.0
310,Jakarta Timur,PULOGADUNG,CIPINANG,rw 12,1,1,0,0,40 cm,23 februari 2020,0,0,0,0,0,0,0,0,310.0
311,Jakarta Timur,PULOGADUNG,JATI,"rw 01, 11",2,2,0,0,10 - 60 cm,"8, 25 februari 2020",0,0,0,0,0,0,0,0,311.0
312,Jakarta Timur,PULOGADUNG,KAYU PUTIH,"rw 08, 09, 10, 11, 12, 13, 14, 15, 16",9,35,2761,8103,10 - 100 cm,"8, 23, 23 februari 2020",0,0,0,0,975,4,0,0,312.0
313,Jakarta Timur,PULOGADUNG,PISANGAN TIMUR,"rw 04, 06, 12, 15",4,4,0,0,50 - 100 cm,"8, 23 februari 2020",0,0,0,0,0,0,0,0,313.0
314,Jakarta Timur,PULOGADUNG,PULOGADUNG,"rw 01, 02, 03,04, 05, 06, 08, 09",8,8,0,0,10 - 100 cm,"8, 16, 23 februari 2020",0,0,0,0,0,0,0,0,314.0
315,Jakarta Timur,PULOGADUNG,RAWAMANGUN,"rw 01, 02",2,2,0,0,30 cm,"23, 25 februari 2020",0,0,0,0,0,0,0,0,315.0
316,Jakarta Timur,PULOGADUNG,JATINEGARA KAUM,rw 05,1,2,0,0,40 cm,"23, 25 februari 2020",0,0,0,0,0,0,0,0,316.0
317,Jakarta Utara,CILINCING,ROROTAN,rw 04,1,1,0,0,30 cm,1 maret 2020,0,0,0,0,0,0,0,0,317.0
318,Jakarta Utara,PENJARINGAN,KAPUK MUARA,rw 01,1,1,0,0,10 cm,"2, 18 maret 2020",0,0,0,0,0,0,0,0,318.0
319,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"rw 01, 04, 09",3,6,0,0,20 - 40 cm,"1, 2, 20 maret 2020",0,0,0,0,0,0,0,0,319.0
320,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,rw 01,1,1,0,0,15 - 25 cm,1 maret 2020,0,0,0,0,0,0,0,0,320.0
321,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"rw 03, 05",2,4,0,0,10 - 30 cm,"2, 20 maret 2020",0,0,0,0,0,0,0,0,321.0
322,Jakarta Barat,CENGKARENG,RAWA BUAYA,"rw 01, 02, 03, 08, 10",5,13,0,0,10 - 50 cm,22 maret 2020,0,0,0,0,0,0,0,0,322.0
323,Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"rw 03, 04, 06, 08, 10",5,12,0,0,5 - 30 cm,22 maret 2020,0,0,0,0,0,0,0,0,323.0
324,Jakarta Barat,KALIDERES,KALIDERES,rw 03,1,1,0,0,15 cm,22 maret 2020,0,0,0,0,0,0,0,0,324.0
325,Jakarta Barat,KALIDERES,SEMANAN,"rw 01, 03, 04, 10",4,11,0,0,5 - 30 cm,22 maret 2020,0,0,0,0,0,0,0,0,325.0
326,Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,rw 04,1,1,0,0,10 cm,22 maret 2020,0,0,0,0,0,0,0,0,326.0
327,Jakarta Barat,PALMERAH,PALMERAH,rw 14,1,1,0,0,20 cm,22 maret 2020,0,0,0,0,0,0,0,0,327.0
328,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"rw 05, 06, 07, 08, 10",5,10,170,517,10 - 160 cm,"1, 2, 16, 25, 26, 27 maret 2020",0,0,0,0,0,0,0,0,328.0
329,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"rw 03, 13",2,3,0,0,55 - 100 cm,16 maret 2020,0,0,0,0,0,0,0,0,329.0
330,Jakarta Selatan,PANCORAN,PENGADEGAN,rw 01,1,1,0,0,90 cm,"1, 28 maret 2020",0,0,0,0,0,0,0,0,330.0
331,Jakarta Selatan,PANCORAN,RAWAJATI,rw 07,1,3,0,0,10 - 40 cm,"1, 27 maret 2020",0,0,0,0,0,0,0,0,331.0
332,Jakarta Selatan,PANCORAN,DUREN TIGA,rw 05,1,1,0,0,60 cm,20 maret 2020,0,0,0,0,0,0,0,0,332.0
333,Jakarta Selatan,TEBET,KEBON BARU,"rw 05, 06, 10",3,3,0,0,5 - 60 cm,"1, 16, 20 maret 2020",0,0,0,0,0,0,0,0,333.0
334,Jakarta Selatan,TEBET,BUKIT DURI,rw 12,1,1,0,0,80 cm,1 maret 2020,0,0,0,0,0,0,0,0,334.0
335,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,rw 10,1,2,0,0,20 - 100 cm,"2, 16, 18, 20 maret 2020",0,0,0,0,0,0,0,0,335.0
336,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"rw 01, 05, 08",3,7,0,0,10 - 115 cm,"2, 16, 17, 20, 28 maret 2020",0,0,0,0,0,0,0,0,336.0
337,Jakarta Selatan,PESANGGRAHAN,BINTARO,"rw 05, 11, 10, 14",4,5,0,0,10 - 60 cm,"2, 16, 20 maret 2020",0,0,0,0,0,0,0,0,337.0
338,Jakarta Selatan,CILANDAK,LEBAK BULUS,rw 08,1,1,0,0,70 cm,16 maret 2020,0,0,0,0,0,0,0,0,338.0
339,Jakarta Selatan,CILANDAK,CIPETE SELATAN,rw 07,1,1,0,0,15 cm,16 maret 2020,0,0,0,0,0,0,0,0,339.0
340,Jakarta Selatan,CILANDAK,PONDOK LABU,"rw 01, 03, 07, 10",4,7,0,0,10 - 50 cm,16 maret 2020,0,0,0,0,0,0,0,0,340.0
341,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"rw 02, 03, 04",3,4,0,0,20 - 40 cm,16 maret 2020,0,0,0,0,0,0,0,0,341.0
342,Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,rw 05,1,3,0,0,40 cm,16 maret 2020,0,0,0,0,0,0,0,0,342.0
343,Jakarta Selatan,JAGAKARSA,CIPEDAK,rw 04,1,1,0,0,70 cm,16 maret 2020,0,0,0,0,0,0,0,0,343.0
344,Jakarta Selatan,SETIABUDI,MENTENG ATAS,"rw 07, 08, 09, 14, 15",5,5,0,0,10 - 60 cm,20 maret 2020,0,0,0,0,0,0,0,0,344.0
345,Jakarta Timur,JATINEGARA,CIPINANG MUARA,rw 13,1,2,118,456,5 - 50 cm,"1, 2, 16 maret 2020",0,0,0,0,65,1,0,0,345.0
346,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"rw 04, 05, 07, 08",4,25,326,1068,25 - 110 cm,"1, 2, 16, 18, 23, 25, 26, 27, 28, 30 maret 2020",0,0,0,0,186,3,0,0,346.0
347,Jakarta Timur,JATINEGARA,BIDARA CINA,"rw 05, 06, 07, 10, 11",5,12,1711,4838,20 - 140 cm,"1, 2, 16, 18, 25, 26, 27, 30 maret 2020",0,0,0,0,26,3,0,0,347.0
348,Jakarta Timur,KRAMAT JATI,CAWANG,"rw 01, 02, 03, 05, 08, 12",6,15,0,0,10 - 115 cm,"1, 2, 16, 23, 25, 26, 27, 28, 30 maret 2020",0,0,0,0,0,0,0,0,348.0
349,Jakarta Timur,KRAMAT JATI,CILILITAN,"rw 06, 07",2,6,10,43,5 - 100 cm,"1, 16, 25, 28 maret 2020",0,0,0,0,0,0,0,0,349.0
350,Jakarta Timur,KRAMAT JATI,TENGAH,rw 05,1,1,0,0,70 cm,16 maret 2020,0,0,0,0,0,0,0,0,350.0
351,Jakarta Timur,CIPAYUNG,LUBANG BUAYA,rw 12,1,1,0,0,20 cm,1 maret 2020,0,0,0,0,0,0,0,0,351.0
352,Jakarta Timur,CIPAYUNG,PONDOK RANGGON,rw 01,1,1,4,10,20 - 80 cm,1 maret 2020,0,0,0,0,10,1,0,0,352.0
353,Jakarta Timur,CIPAYUNG,CILANGKAP,"rw 03, 04, 05, 06",4,5,0,0,10 - 40 cm,16 maret 2020,0,0,0,0,0,0,0,0,353.0
354,Jakarta Timur,CAKUNG,CAKUNG TIMUR,"rw 01, 05, 06, 09, 10, 12",6,13,114,207,10 - 60 cm,"1, 2 maret 2020",0,0,0,0,39,2,0,0,354.0
355,Jakarta Timur,CIRACAS,CIBUBUR,rw 03,1,2,40,100,20 - 100 cm,1 maret 2020,0,0,0,0,16,1,0,0,355.0
356,Jakarta Timur,CIRACAS,CIRACAS,rw 03,1,1,0,0,30 - 40 cm,2 maret 2020,0,0,0,0,0,0,0,0,356.0
357,Jakarta Timur,PASAR REBO,PEKAYON,rw 07,1,1,0,0,20 - 100 cm,1 maret 2020,0,0,0,0,0,0,0,0,357.0
358,Jakarta Timur,PASAR REBO,KALISARI,rw 10,1,1,0,0,70 cm,16 maret 2020,0,0,0,0,0,0,0,0,358.0
359,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"rw 03, 04",2,11,364,1598,10 - 100 cm,"1, 16 maret 2020",0,0,0,0,96,2,0,0,359.0
360,Jakarta Timur,MAKASAR,PINANG RANTI,rw 04,1,2,0,0,10 - 15 cm,16 maret 2020,0,0,0,0,0,0,0,0,360.0
361,Jakarta Timur,MAKASAR,MAKASAR,"rw 05, 07",2,5,200,850,10 - 20 cm,16 maret 2020,0,0,0,0,15,1,0,0,361.0
362,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,rw 04,1,2,0,0,20 - 30 cm,2 maret 2020,0,0,0,0,0,0,0,0,362.0
363,Jakarta Utara,PENJARINGAN,PLUIT,RW 01,1,3,0,0,10 s.d. 30 cm,15 april 2020,0,0,0,0,0,0,0,0,363.0
364,Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,"RW 01, 02, 04, 05, 07, 08",6,14,0,0,10 s.d. 90 cm,"06, 30 april 2020",0,0,0,0,0,0,0,0,364.0
365,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"RW 03, 05",2,8,0,0,20 s.d. 30 cm,27 april 2020,0,0,0,0,0,0,0,0,365.0
366,Jakarta Barat,CENGKARENG,CENGKARENG BARAT,RW 010,1,1,0,0,15 cm,06 april 2020,0,0,0,0,0,0,0,0,366.0
367,Jakarta Barat,CENGKARENG,RAWA BUAYA,"RW 02, 04, 08",3,6,0,0,20 cm,"06, 27 april 2020",0,0,0,0,0,0,0,0,367.0
368,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,"RW 01, 04, 05, 010",4,5,20,65,10 s.d. 60 cm,"06, 27 april 2020",0,0,0,0,65,1,0,0,368.0
369,Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 05, 08",2,4,0,0,15 s.d. 20 cm,06 april 2020,0,0,0,0,0,0,0,0,369.0
370,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"RW 01, 05",2,2,0,0,50 cm,"06, 27 april 2020",0,0,0,0,0,0,0,0,370.0
371,Jakarta Selatan,JAGAKARSA,CIPEDAK,"RW 04, 05",2,2,0,0,50 cm,05 april 2020,0,0,0,0,0,0,0,0,371.0
372,Jakarta Selatan,JAGAKARSA,JAGAKARSA,RW 03,1,1,0,0,40 cm,10 april 2020,0,0,0,0,0,0,0,0,372.0
373,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"RW 01, 03",2,3,0,0,10 s.d. 80 cm,"05, 10, 13, 26, 27 april 2020",0,0,0,0,0,0,0,0,373.0
374,Jakarta Selatan,PASAR MINGGU,RAGUNAN,RW 09,1,1,0,0,30 cm,13 april 2020,0,0,0,0,0,0,0,0,374.0
375,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 05, 08",2,2,0,0,10 s.d. 30 cm,"18, 19, 29 april 2020",0,0,0,0,0,0,0,0,375.0
376,Jakarta Selatan,PASAR MINGGU,JATI PADANG,"RW 02, 03, 05, 06",4,8,0,0,15 s.d. 70 cm,"27, 29 april 2020",0,0,0,0,0,0,0,0,376.0
377,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,"RW 04, 07, 08",3,12,0,0,10 s.d. 30 cm,30 april 2020,0,0,0,0,0,0,0,0,377.0
378,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"RW 05, 08",2,4,0,0,30 s.d. 40 cm,"06, 26, 29 april 2020",0,0,0,0,0,0,0,0,378.0
379,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,"RW 03, 04",2,2,0,0,30 cm,30 april 2020,0,0,0,0,0,0,0,0,379.0
380,Jakarta Selatan,TEBET,KEBON BARU,"RW 05, 06, 010, 012",4,6,0,0,15 s.d. 30 cm,"06, 15, 29 april 2020",0,0,0,0,0,0,0,0,380.0
381,Jakarta Selatan,TEBET,TEBET BARAT,RW 07,1,1,0,0,40 cm,29 april 2020,0,0,0,0,0,0,0,0,381.0
382,Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,"RW 04, 05",2,2,0,0,10 s.d. 30 cm,06 april 2020,0,0,0,0,0,0,0,0,382.0
383,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 01, 02, 03, 04",4,6,0,0,10 s.d. 90 cm,"29, 30 april 2020",0,0,0,0,0,0,0,0,383.0
384,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,"RW 01, 03",2,2,0,0,20 s.d. 50 cm,29 april 2020,0,0,0,0,0,0,0,0,384.0
385,Jakarta Selatan,CILANDAK,LEBAK BULUS,"RW 04, 08",2,2,3,10,50 s.d. 70 cm,26 april 2020,0,0,0,0,10,1,0,0,385.0
386,Jakarta Selatan,CILANDAK,CIPETE SELATAN,RW 07,1,1,0,0,50 cm,27 april 2020,0,0,0,0,0,0,0,0,386.0
387,Jakarta Selatan,CILANDAK,GANDARIA SELATAN,RW 07,1,2,0,0,30 s.d. 80 cm,27 april 2020,0,0,0,0,0,0,0,0,387.0
388,Jakarta Selatan,PANCORAN,DUREN TIGA,RW 05,1,1,0,0,20 s.d. 50 cm,"29, 30 april 2020",0,0,0,0,0,0,0,0,388.0
389,Jakarta Selatan,PANCORAN,RAWAJATI,RW 04,1,1,0,0,15 cm,29 april 2020,0,0,0,0,0,0,0,0,389.0
390,Jakarta Selatan,PANCORAN,KALIBATA,"RW 04, 08",2,2,0,0,10 s.d. 20 cm,"29, 30 april 2020",0,0,0,0,0,0,0,0,390.0
391,Jakarta Selatan,PESANGGRAHAN,BINTARO,"RW 01, 04, 09, 011",4,7,0,0,10 s.d. 20 cm,29 april 2020,0,0,0,0,0,0,0,0,391.0
392,Jakarta Selatan,KEBAYORAN BARU,GANDARIA UTARA,RW 02,1,2,0,0,30 cm,30 april 2020,0,0,0,0,0,0,0,0,392.0
393,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,RW 03,1,1,0,0,50 cm,30 april 2020,0,0,0,0,0,0,0,0,393.0
394,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 04, 05, 07, 08",4,18,248,817,10 s.d. 70 cm,"01, 18, 19 april 2020",0,0,0,0,0,0,0,0,394.0
395,Jakarta Timur,JATINEGARA,CIPINANG MUARA,RW 013,1,2,0,0,10 s.d. 35 cm,06 april 2020,0,0,0,0,0,0,0,0,395.0
396,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 07, 011",2,4,49,153,20 s.d. 130 cm,"18, 19 april 2020",0,0,0,0,0,0,0,0,396.0
397,Jakarta Timur,JATINEGARA,CIPINANG CEMPEDAK,RW 08,1,1,0,0,15 cm,29 april 2020,0,0,0,0,0,0,0,0,397.0
398,Jakarta Timur,PASAR REBO,PEKAYON,RW 07,1,1,0,0,30 cm,05 april 2020,0,0,0,0,0,0,0,0,398.0
399,Jakarta Timur,PASAR REBO,KALISARI,RW 02,1,1,0,0,15 cm,13 april 2020,0,0,0,0,0,0,0,0,399.0
400,Jakarta Timur,CAKUNG,RAWA TERATE,RW 05,1,1,0,0,10 s.d. 20 cm,06 april 2020,0,0,0,0,0,0,0,0,400.0
401,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"RW 03, 04",2,11,172,476,10 s.d. 50 cm,"06, 12, 30 april 2020",0,0,0,0,0,0,0,0,401.0
402,Jakarta Timur,MAKASAR,MAKASAR,"RW 02, 03, 04, 05, 06, 07",6,26,545,1380,10 cm,30 april 2020,0,0,0,0,0,0,0,0,402.0
403,Jakarta Timur,MAKASAR,PINANG RANTI,RW 04,1,4,0,0,20 s.d. 40 cm,30 april 2020,0,0,0,0,0,0,0,0,403.0
404,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,RW 010,1,1,0,0,10 s.d. 30 cm,06 april 2020,0,0,0,0,0,0,0,0,404.0
405,Jakarta Timur,CIPAYUNG,LUBANG BUAYA,RW 012,1,1,0,0,15 s.d. 20 cm,"12, 30 april 2020",0,0,0,0,0,0,0,0,405.0
406,Jakarta Timur,CIPAYUNG,BAMBU APUS,RW 03,1,1,0,0,20 cm,30 april 2020,0,0,0,0,0,0,0,0,406.0
407,Jakarta Timur,KRAMAT JATI,CAWANG,"RW 01, 02, 03, 05, 08",5,12,0,0,20 s.d. 110 cm,"18, 19 april 2020",0,0,0,0,0,0,0,0,407.0
408,Jakarta Timur,KRAMAT JATI,CILILITAN,"RW 07, 016",2,2,22,65,10 s.d. 100 cm,"19, 29 april 2020",0,0,0,0,0,0,0,0,408.0
409,Jakarta Timur,KRAMAT JATI,BATU AMPAR,"RW 01, 02, 03, 05",4,6,0,0,15 s.d. 45 cm,"29, 30 april 2020",0,0,0,0,0,0,0,0,409.0
410,Jakarta Timur,KRAMAT JATI,BALEKAMBANG,RW 02,1,1,0,0,20 cm,30 april 2020,0,0,0,0,0,0,0,0,410.0
411,Jakarta Timur,CIRACAS,CIRACAS,"RW 02, 010",2,3,0,0,20 cm,30 april 2020,0,0,0,0,0,0,0,0,411.0
412,Jakarta Timur,CIRACAS,RAMBUTAN,"RW 02, 03",2,3,0,0,20 s.d. 50 cm,30 april 2020,0,0,0,0,0,0,0,0,412.0
413,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 09,1,1,0,0,20 - 30 cm,21 mei 2020,0,0,0,0,0,0,0,0,413.0
414,Jakarta Barat,KEMBANGAN,MERUYA UTARA,RW 06,1,1,0,0,10 cm,08 mei 2020,0,0,0,0,0,0,0,0,414.0
415,Jakarta Selatan,JAGAKARSA,CIGANJUR,"RW 05, 06",2,2,0,0,30 - 40 cm,06 mei 2020,0,0,0,0,0,0,0,0,415.0
416,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"RW 05, 08",2,8,25,77,20 - 100 cm,"19, 21 mei 2020",0,0,0,0,0,0,0,0,416.0
417,Jakarta Selatan,PANCORAN,PENGADEGAN,RW 01,1,1,0,0,10 - 100 cm,"19, 21 mei 2020",0,0,0,0,0,0,0,0,417.0
418,Jakarta Selatan,PANCORAN,RAWAJATI,RW 07,1,2,0,0,20 - 60 cm,"18, 19, 21 mei 2020",0,0,0,0,0,0,0,0,418.0
419,Jakarta Selatan,PASAR MINGGU,JATI PADANG,RW 06,1,3,0,0,20 - 50 cm,"06, 10 mei 2020",0,0,0,0,0,0,0,0,419.0
420,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 03, 05, 06, 07, 08, 09",6,7,141,456,50 cm - 150 cm,"10, 18, 19, 21 mei 2020",0,0,0,0,0,0,0,0,420.0
421,Jakarta Selatan,TEBET,KEBON BARU,RW 10,1,1,0,0,15 cm - 65 cm,"18, 19, 21 mei 2020",0,0,0,0,0,0,0,0,421.0
422,Jakarta Selatan,TEBET,MANGGARAI,RW 01,1,2,0,0,50 cm,19 mei 2020,0,0,0,0,0,0,0,0,422.0
423,Jakarta Timur,CIPAYUNG,CILANGKAP,"RW 02, 06",2,3,0,0,50 cm,29 mei 2020,0,0,0,0,0,0,0,0,423.0
424,Jakarta Timur,CIRACAS,CIBUBUR,"RW 03, 10",2,7,0,0,50 cm,06 mei 2020,0,0,0,0,0,0,0,0,424.0
425,Jakarta Timur,CIRACAS,CIRACAS,"RW 04, 05",2,3,0,0,50 cm,06 mei 2020,0,0,0,0,0,0,0,0,425.0
426,Jakarta Timur,CIRACAS,RAMBUTAN,"RW 02, 03",2,3,0,0,30 - 50 cm,"10, 18 mei 2020",0,0,0,0,0,0,0,0,426.0
427,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 07, 11",2,9,333,1370,30 - 180 cm,"19, 21 mei 2020",0,0,0,0,24,1,0,0,427.0
428,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 04, 05, 06, 07, 08",5,27,392,1214,10 - 180 cm,"18, 19, 21 mei 2020",0,0,0,0,61,3,0,0,428.0
429,Jakarta Timur,KRAMAT JATI,BALEKAMBANG,RW 05,1,3,0,0,40 - 100 cm,"18, 19 mei 2020",0,0,0,0,128,2,0,0,429.0
430,Jakarta Timur,KRAMAT JATI,BATU AMPAR,RW 02,1,1,0,0,10 cm,10 mei 2020,0,0,0,0,0,0,0,0,430.0
431,Jakarta Timur,KRAMAT JATI,CAWANG,"RW 01, 02, 03, 05, 08, 12",6,25,0,0,20 - 200 cm,"19, 21 mei 2020",0,0,0,0,0,0,0,0,431.0
432,Jakarta Timur,KRAMAT JATI,CILILITAN,"RW 06, 07, 16",3,6,0,0,20 - 200 cm,"19, 21 mei 2020",0,0,0,0,0,0,0,0,432.0
433,Jakarta Timur,KRAMAT JATI,TENGAH,RW 09,1,1,0,0,20 cm,10 mei 2020,0,0,0,0,0,0,0,0,433.0
434,Jakarta Timur,MATRAMAN,KEBON MANGGIS,RW 04,1,3,0,0,20 cm,19 mei 2020,0,0,0,0,0,0,0,0,434.0
435,Jakarta Timur,PASAR REBO,PEKAYON,"RW 02, 07",2,1,0,0,10 - 100 cm,06 mei 2020,0,0,0,0,0,0,0,0,435.0
436,Jakarta Utara,PENJARINGAN,PLUIT,"RW 01, 02, 011, 016, 021, 022",6,26,30,120,10 - 120 cm,"03, 04, 05, 06, 07, 09, 16 juni 2020",0,0,0,0,120,2,0,0,436.0
437,Jakarta Utara,PENJARINGAN,PENJARINGAN,RW 017,1,1,0,0,10 - 60 cm,"04, 06 juni 2020",0,0,0,0,0,0,0,0,437.0
438,Jakarta Utara,PENJARINGAN,PEJAGALAN,"RW 07, 015, 016",3,8,0,0,5 - 60 cm,"04, 05, 07 juni 2020",0,0,0,0,0,0,0,0,438.0
439,Jakarta Utara,PENJARINGAN,KAPUK MUARA,RW 01,1,3,0,0,5 - 10 cm,"04, 07 juni 2020",0,0,0,0,0,0,0,0,439.0
440,Jakarta Utara,CILINCING,MARUNDA,"RW 01, 02, 07",3,5,0,0,10 - 40 cm,"03, 04, 05 juni 2020",0,0,0,0,0,0,0,0,440.0
441,Jakarta Utara,PADEMANGAN,ANCOL,RW 08,1,1,50,200,30 - 50 cm,"04, 05 juni 2020",0,0,0,0,200,5,0,0,441.0
442,Jakarta Barat,CENGKARENG,KAPUK,"RW 05, 07, 08, 010, 012, 016",6,11,0,0,5 - 30 cm,"03, 04, 05 juni 2020",0,0,0,0,0,0,0,0,442.0
443,Jakarta Barat,KALIDERES,TEGAL ALUR,"RW 01, 09",2,4,0,0,10 - 50 cm,"03, 05 juni 2020",0,0,0,0,0,0,0,0,443.0
444,Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR BARU,RW 06,1,1,0,0,5 - 10 cm,04 juni 2020,0,0,0,0,0,0,0,0,444.0
445,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,RW 02,1,1,0,0,40 cm,04 juni 2020,0,0,0,0,0,0,0,0,445.0
446,Kepulauan Seribu,KEPULAUAN SERIBU SELATAN,PULAU PARI,"RW 01, 02, 03, 04",4,4,0,0,10 - 50 cm,"03, 04, 05 juni 2020",0,0,0,0,0,0,0,0,446.0
447,Kepulauan Seribu,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,"RW 01, 02, 03",3,3,0,0,10 - 45 cm,"03, 04 juni 2020",0,0,0,0,0,0,0,0,447.0
448,Kepulauan Seribu,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,"RW 02, 03",2,2,0,0,30 - 50 cm,04 juni 2020,0,0,0,0,0,0,0,0,448.0
449,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,"RW 01, 02, 03, 04, 05",5,18,0,0,10 - 40 cm,"03, 04, 05, 06 juni 2020",0,0,0,0,0,0,0,0,449.0
450,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU KELAPA,"RW 01, 02, 03, 05",4,4,0,0,10 - 45 cm,"03, 06 juni 2020",0,0,0,0,0,0,0,0,450.0
451,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN ,"RW 01, 02, 03",3,5,0,0,5 - 20 cm,"03, 04, 05, 06 juni 2020",0,0,0,0,0,0,0,0,451.0
452,Jakarta Barat,TAMAN SARI,PINANGSIA,RW  07,1,1,0,0,20 cm,"02, juli 2020",0,0,0,0,0,0,0,0,452.0
453,Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 01, 05, 08",3,4,0,0,30 - 50 cm,"14, juli 2020",0,0,0,0,0,0,0,0,453.0
454,Jakarta Utara,CILINCING,CILINCING,RW 09,1,1,0,0,10 cm,13 agustus 2020,0,0,0,0,0,0,0,0,454.0
455,Jakarta Utara,CILINCING,MARUNDA,RW 07,1,9,0,0,10 - 30 cm,25 agustus 2020,0,0,0,0,0,0,0,0,455.0
456,Jakarta Barat,KALIDERES,TEGAL ALUR,RW 12,1,2,0,0,15 cm,13 agustus 2020,0,0,0,0,0,0,0,0,456.0
457,Jakarta Barat,CENGKARENG,KAPUK,"RW 02, 03, 05, 10, 12, 15, 16",7,9,0,0,15 - 20 cm,13 agustus 2020,0,0,0,0,0,0,0,0,457.0
458,Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,"RW 06, 07",2,2,0,0,10 - 30 cm,18 agustus 2020,0,0,0,0,0,0,0,0,458.0
459,Jakarta Selatan,TEBET,KEBON BARU,RW 06,1,9,0,0,20 - 30 cm,13 agustus 2020,0,0,0,0,0,0,0,0,459.0
460,Jakarta Selatan,TEBET,BUKIT DURI,RW 04,1,1,0,0,30 cm,13 agustus 2020,0,0,0,0,0,0,0,0,460.0
461,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 01,1,2,0,0,20 cm,13 agustus 2020,0,0,0,0,0,0,0,0,461.0
462,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 03, 04",2,3,0,0,20 - 80 cm,13 agustus 2020,0,0,0,0,0,0,0,0,462.0
463,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW 03,1,2,0,0,20 - 60 cm,13 agustus 2020,0,0,0,0,0,0,0,0,463.0
464,Jakarta Pusat,SENEN,PASEBAN,RW 07,1,1,0,0,20 cm,13 agustus 2020,0,0,0,0,0,0,0,0,464.0
465,Jakarta Pusat,TANAH ABANG,PETAMBURAN,RW 03,1,1,0,0,10 - 15 cm,18 agustus 2020,0,0,0,0,0,0,0,0,465.0
466,Jakarta Pusat,TANAH ABANG,PETAMBURAN,RW 08,1,1,0,0,20 cm,"21, 22 september 2020",0,0,0,0,0,0,0,0,466.0
467,Jakarta Utara,PENJARINGAN,PLUIT,"RW 01, 02",2,2,0,0,20 s.d. 50 cm,22 september 2020,0,0,0,0,0,0,0,0,467.0
