,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian,Unnamed: 0.1
840,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,30 cm,11 oktober 2020,0,0,0,0,0,0,0,0,840.0
841,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,80 cm,11 oktober 2020,0,0,0,0,0,0,0,0,841.0
842,Jakarta Timur,MAKASAR,KEBON PALA,RW 10,1,1,0,0,30 cm,11 oktober 2020,0,0,0,0,0,0,0,0,842.0
843,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,80 cm,11 oktober 2020,0,0,0,0,0,0,0,0,843.0
844,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,30 cm,11 oktober 2020,0,0,0,0,0,0,0,0,844.0
845,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,30 cm,11 oktober 2020,0,0,0,0,0,0,0,0,845.0
846,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,30 cm,11 oktober 2020,0,0,0,0,0,0,0,0,846.0
847,Jakarta Timur,MAKASAR,KEBON PALA,RW 11,1,1,0,0,50 cm,11 oktober 2020,0,0,0,0,0,0,0,0,847.0
848,Jakarta Timur,MAKASAR,KEBON PALA,0,0,1,0,0,50 cm,11 oktober 2020,0,0,0,0,0,0,0,0,848.0
849,Jakarta Timur,PULO GADUNG,PULO GADUNG,RW 07,1,1,0,0,30 cm,16 oktober 2020,0,0,0,0,0,0,0,0,849.0
850,Jakarta Timur,CAKUNG,PENGGILINGAN,RW 07,1,1,0,0,10 cm,20 oktober 2020,0,0,0,0,0,0,0,0,850.0
851,Jakarta Timur,CAKUNG,PULO GEBANG,RW 07,1,1,0,0,15 cm,20 oktober 2020,0,0,0,0,0,0,0,0,851.0
852,Jakarta Timur,CAKUNG,JATINEGARA,RW 12,1,1,0,0,15 cm,20 oktober 2020,0,0,0,0,0,0,0,0,852.0
853,Jakarta Timur,CAKUNG,CAKUNG BARAT,RW 04,1,1,0,0,20 cm,20 oktober 2020,0,0,0,0,0,0,0,0,853.0
854,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,RW 10,1,1,0,0,15 cm,20 oktober 2020,0,0,0,0,0,0,0,0,854.0
855,Jakarta Utara,PENJARINGAN,KAPUK MUARA,RW : 001,1,1,0,0,15 - 30 cm,"16, 18 november 2020",0,0,0,0,0,0,0,0,855.0
856,Jakarta Utara,PENJARINGAN,KAPUK MUARA,0,0,1,0,0,20 - 30 cm,16 november 2020,0,0,0,0,0,0,0,0,856.0
857,Jakarta Utara,PENJARINGAN,KAPUK MUARA,0,0,1,0,0,20 - 30 cm,16 november 2020,0,0,0,0,0,0,0,0,857.0
858,Jakarta Utara,PENJARINGAN,KAPUK MUARA,0,0,1,0,0,10 cm,17 november 2020,0,0,0,0,0,0,0,0,858.0
859,Jakarta Utara,PENJARINGAN,PENJARINGAN,RW : 017,1,1,0,0,20 cm,17 november 2020,0,0,0,0,0,0,0,0,859.0
860,Jakarta Utara,PENJARINGAN,PENJARINGAN,0,0,1,0,0,30 - 40 cm,17 november 2020,0,0,0,0,0,0,0,0,860.0
861,Jakarta Utara,PENJARINGAN,PENJARINGAN,RW : 07,1,1,0,0,10 cm,24 november 2020,0,0,0,0,0,0,0,0,861.0
862,Jakarta Utara,PENJARINGAN,PLUIT,RW : 022,1,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,862.0
863,Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,863.0
864,Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,864.0
865,Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,865.0
866,Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,866.0
867,Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,867.0
868,Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,10 - 15 cm,17 november 2020,0,0,0,0,0,0,0,0,868.0
869,Jakarta Utara,CILINCING,ROROTAN,RW : 06,1,1,0,0,10 - 15 cm,1 november 2020,0,0,0,0,0,0,0,0,869.0
870,Jakarta Utara,CILINCING,MARUNDA,RW : 07,1,1,0,0,15 cm,"17, 18 november 2020",0,0,0,0,0,0,0,0,870.0
871,Jakarta Utara,CILINCING,MARUNDA,0,0,1,0,0,15 cm,"17, 18 november 2020",0,0,0,0,0,0,0,0,871.0
872,Jakarta Utara,CILINCING,MARUNDA,0,0,1,0,0,15 cm,17 november 2020,0,0,0,0,0,0,0,0,872.0
873,Jakarta Utara,PADEMANGAN,ANCOL,RW : 08,1,1,0,0,20 cm,17 november 2020,0,0,0,0,0,0,0,0,873.0
874,Jakarta Utara,PADEMANGAN,ANCOL,0,0,1,0,0,20 cm,17 november 2020,0,0,0,0,0,0,0,0,874.0
875,Jakarta Utara,PADEMANGAN,ANCOL,0,0,1,0,0,10 cm,17 november 2020,0,0,0,0,0,0,0,0,875.0
876,Jakarta Barat,KALIDERES,TEGAL ALUR,RW : 001,1,1,0,0,10 - 60 cm,"16, 17, 18 november 2020",0,0,0,0,0,0,0,0,876.0
877,Jakarta Barat,KALIDERES,TEGAL ALUR,RW : 009,1,1,0,0,10 - 60 cm,16 november 2020,0,0,0,0,0,0,0,0,877.0
878,Jakarta Barat,KALIDERES,TEGAL ALUR,0,0,1,0,0,30 - 60 cm,"16, 17 november 2020",0,0,0,0,0,0,0,0,878.0
879,Jakarta Barat,KALIDERES,TEGAL ALUR,0,0,1,0,0,30 - 60 cm,"16, 17, 18 november 2020",0,0,0,0,0,0,0,0,879.0
880,Jakarta Barat,CENGKARENG,KAPUK,RW : 05,1,1,0,0,10 cm,18 november 2020,0,0,0,0,0,0,0,0,880.0
881,Jakarta Barat,CENGKARENG,KAPUK,RW : 08,1,1,0,0,10 cm,18 november 2020,0,0,0,0,0,0,0,0,881.0
882,Jakarta Barat,CENGKARENG,KAPUK,RW : 010,1,1,0,0,10 cm,18 november 2020,0,0,0,0,0,0,0,0,882.0
883,Jakarta Barat,CENGKARENG,KAPUK,0,0,1,0,0,10 cm,18 november 2020,0,0,0,0,0,0,0,0,883.0
884,Jakarta Barat,CENGKARENG,KAPUK,0,0,1,0,0,20 cm,18 november 2020,0,0,0,0,0,0,0,0,884.0
885,Jakarta Barat,CENGKARENG,KAPUK,RW : 012,1,1,0,0,15 cm,18 november 2020,0,0,0,0,0,0,0,0,885.0
886,Jakarta Selatan,PASAR MINGGU,JATI PADANG,RW : 06,1,1,0,0,10 - 40 cm,"01, 08 november 2020",0,0,0,0,0,0,0,0,886.0
887,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,887.0
888,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,888.0
889,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,889.0
890,Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,890.0
891,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW : 001,1,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,891.0
892,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW : 003,1,1,0,0,20 - 50 cm,08 november 2020,0,0,0,0,0,0,0,0,892.0
893,Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,RW : 004,1,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,893.0
894,Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,0,0,1,0,0,10 - 30 cm,"08, 24 november 2020",0,0,0,0,0,0,0,0,894.0
895,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 002,1,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,895.0
896,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 004,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,896.0
897,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,897.0
898,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 007,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,898.0
899,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,899.0
900,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 008,1,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,900.0
901,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,901.0
902,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,902.0
903,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,903.0
904,Jakarta Selatan,PANCORAN,KALIBATA,RW : 007,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,904.0
905,Jakarta Selatan,PANCORAN,KALIBATA,RW : 009,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,905.0
906,Jakarta Selatan,PANCORAN,KALIBATA,RW : 005,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,906.0
907,Jakarta Selatan,PANCORAN,KALIBATA,RW : 03,1,1,0,0,40 cm,25 november 2020,0,0,0,0,0,0,0,0,907.0
908,Jakarta Selatan,PANCORAN,RAWAJATI,RW : 05,1,1,0,0,20 cm,25 november 2020,0,0,0,0,0,0,0,0,908.0
909,Jakarta Selatan,JAGAKARSA,JAGAKARSA,RW : 002,1,1,0,0,15 cm,08 november 2020,0,0,0,0,0,0,0,0,909.0
910,Jakarta Selatan,JAGAKARSA,CIPEDAK,RW : 004,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,910.0
911,Jakarta Selatan,JAGAKARSA,CIPEDAK,0,0,1,0,0,50 cm,08 november 2020,0,0,0,0,0,0,0,0,911.0
912,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,RW : 001,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,912.0
913,Jakarta Selatan,MAMPANG,BANGKA,RW : 002,1,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,913.0
914,Jakarta Selatan,MAMPANG,BANGKA,RW : 003,1,1,0,0,30 cm,08 november 2020,0,0,0,0,0,0,0,0,914.0
915,Jakarta Selatan,MAMPANG,BANGKA,RW : 004,1,1,0,0,60 cm,08 november 2020,0,0,0,0,0,0,0,0,915.0
916,Jakarta Selatan,MAMPANG,BANGKA,0,0,1,0,0,40 cm,08 november 2020,0,0,0,0,0,0,0,0,916.0
917,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 004,1,1,0,0,10 - 20 cm,08 november 2020,0,0,0,0,0,0,0,0,917.0
918,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 005,1,1,0,0,10 - 20 cm,08 november 2020,0,0,0,0,0,0,0,0,918.0
919,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,10 - 20 cm,08 november 2020,0,0,0,0,0,0,0,0,919.0
920,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,10 - 20 cm,08 november 2020,0,0,0,0,0,0,0,0,920.0
921,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,10 - 20 cm,08 november 2020,0,0,0,0,0,0,0,0,921.0
922,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 007,1,1,0,0,5 - 10 cm,08 november 2020,0,0,0,0,0,0,0,0,922.0
923,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,5 - 10 cm,08 november 2020,0,0,0,0,0,0,0,0,923.0
924,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 010,1,1,0,0,10 - 20 cm,08 november 2020,0,0,0,0,0,0,0,0,924.0
925,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 011,1,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,925.0
926,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,10 - 30 cm,08 november 2020,0,0,0,0,0,0,0,0,926.0
927,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 012,1,1,0,0,5 - 10 cm,08 november 2020,0,0,0,0,0,0,0,0,927.0
928,Jakarta Selatan,TEBET,KEBON BARU,RW : 07,1,1,0,0,20 cm,25 november 2020,0,0,0,0,0,0,0,0,928.0
929,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,RW : 010,1,1,0,0,30 - 50 cm,01 november 2020,0,0,0,0,0,0,0,0,929.0
930,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 02,1,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,930.0
931,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 03,1,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,931.0
932,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 04,1,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,932.0
933,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,0,0,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,933.0
934,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,0,0,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,934.0
935,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 06,1,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,935.0
936,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 12,1,1,0,0,10 - 20 cm ,01 november 2020,0,0,0,0,0,0,0,0,936.0
937,Jakarta Timur,CIRACAS,SUSUKAN,RW : 05,1,1,0,0,20 cm,01 november 2020,0,0,0,0,0,0,0,0,937.0
938,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 04,1,1,0,0,10 - 25 cm,"01, 12 november 2020",0,0,0,0,0,0,0,0,938.0
939,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 25 cm,12 november 2020,0,0,0,0,0,0,0,0,939.0
940,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 05,1,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,940.0
941,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,941.0
942,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 07,1,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,942.0
943,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,943.0
944,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,944.0
945,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,945.0
946,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,946.0
947,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,947.0
948,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,948.0
949,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,949.0
950,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,950.0
951,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,951.0
952,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,952.0
953,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 08,1,1,0,0,10 - 20 cm,01 november 2020,0,0,0,0,0,0,0,0,953.0
954,Jakarta Timur,KRAMAT JATI,BALEKAMBANG,RW : 03,1,1,0,0,20 cm,08 november 2020,0,0,0,0,0,0,0,0,954.0
955,Jakarta Timur,KRAMAT JATI,CAWANG,RW : 03,1,1,0,0,50 cm,12 november 2020,0,0,0,0,0,0,0,0,955.0
956,Jakarta Timur,KRAMAT JATI,CAWANG,RW : 05,1,1,0,0,30 cm,12 november 2020,0,0,0,0,0,0,0,0,956.0
957,Jakarta Timur,KRAMAT JATI,CAWANG,0,0,1,0,0,30 cm,12 november 2020,0,0,0,0,0,0,0,0,957.0
958,Jakarta Timur,PASAR REBO,GEDONG,RW : 010,1,1,0,0,20 cm,25 november 2020,0,0,0,0,0,0,0,0,958.0
959,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,RW : 002,1,1,0,0,20 cm,07 desember 2020,0,0,0,0,0,0,0,0,959.0
960,Jakarta Barat,KEMBANGAN,SRENGSENG,RW : 008,1,1,0,0,25 cm,31 desember 2020,0,0,0,0,0,0,0,0,960.0
961,Jakarta Barat,KEMBANGAN,SRENGSENG,0,0,1,0,0,30 cm,31 desember 2020,0,0,0,0,0,0,0,0,961.0
962,Jakarta Barat,KEMBANGAN,SRENGSENG,0,0,1,0,0,30 cm,31 desember 2020,0,0,0,0,0,0,0,0,962.0
963,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW : 005,1,1,25,70,40 cm,06 desember 2020,0,0,0,0,0,0,0,0,963.0
964,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW : 006,1,1,20,80,10 cm,06 desember 2020,0,0,0,0,0,0,0,0,964.0
965,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW : 007,1,1,0,0,30 cm,06 desember 2020,0,0,0,0,0,0,0,0,965.0
966,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW : 008,1,1,30,90,30 cm,06 desember 2020,0,0,0,0,0,0,0,0,966.0
967,Jakarta Timur,PASAR REBO,GEDONG,RW : 012,1,1,0,0,15 cm,06 desember 2020,0,0,0,0,0,0,0,0,967.0
968,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 004,1,1,17,51,10 - 80 cm,06 desember 2020,0,0,0,0,0,0,0,0,968.0
969,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,19,66,10 - 80 cm,06 desember 2020,0,0,0,0,0,0,0,0,969.0
970,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 005,1,1,39,118,10 - 80 cm,06 desember 2020,0,0,0,0,0,0,0,0,970.0
971,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,25,80,10 - 80 cm,06 desember 2020,0,0,0,0,0,0,0,0,971.0
972,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 007,1,1,12,48,10 - 30 cm,07 desember 2020,0,0,0,0,0,0,0,0,972.0
973,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,7,23,10 - 40 cm,07 desember 2020,0,0,0,0,0,0,0,0,973.0
974,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,8,28,10 - 40 cm,07 desember 2020,0,0,0,0,0,0,0,0,974.0
975,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,9,31,10 - 40 cm,07 desember 2020,0,0,0,0,0,0,0,0,975.0
976,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,15,53,10 - 50 cm,07 desember 2020,0,0,0,0,0,0,0,0,976.0
977,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,7,21,10 - 30 cm,07 desember 2020,0,0,0,0,0,0,0,0,977.0
978,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,6,19,10 - 30 cm,07 desember 2020,0,0,0,0,0,0,0,0,978.0
979,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 008,1,1,12,36,10 - 50 cm,06 desember 2020,0,0,0,0,0,0,0,0,979.0
980,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,3,12,10 - 25 cm,07 desember 2020,0,0,0,0,0,0,0,0,980.0
981,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,7,22,10 - 40 cm,07 desember 2020,0,0,0,0,0,0,0,0,981.0
982,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,14,46,10 - 50 cm,06 desember 2020,0,0,0,0,0,0,0,0,982.0
983,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,16,54,10 - 50 cm,06 desember 2020,0,0,0,0,0,0,0,0,983.0
984,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,17,58,10 - 50 cm,06 desember 2020,0,0,0,0,0,0,0,0,984.0
985,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,15,51,10 - 50 cm,06 desember 2020,0,0,0,0,0,0,0,0,985.0
986,Jakarta Timur,JATINEGARA,BIDARA CINA,RW : 007,1,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,986.0
987,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,987.0
988,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,988.0
989,Jakarta Timur,JATINEGARA,BIDARA CINA,RW : 011,1,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,989.0
990,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,990.0
991,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,991.0
992,Jakarta Timur,JATINEGARA,BIDARA CINA,0,0,1,0,0,10 - 60 cm,06 desember 2020,0,0,0,0,0,0,0,0,992.0
993,Jakarta Timur,KRAMAT JATI,CILILITAN,RW : 007,1,1,2,10,20 cm,06 desember 2020,0,0,0,0,0,0,0,0,993.0
994,Jakarta Timur,KRAMAT JATI,CAWANG,RW : 003,1,1,0,0,60 cm,06 desember 2020,0,0,0,0,0,0,0,0,994.0
995,Jakarta Timur,KRAMAT JATI,CAWANG,0,0,1,0,0,60 cm,06 desember 2020,0,0,0,0,0,0,0,0,995.0
996,Jakarta Timur,KRAMAT JATI,CAWANG,0,0,1,0,0,60 cm,06 desember 2020,0,0,0,0,0,0,0,0,996.0
997,Jakarta Timur,KRAMAT JATI,CAWANG,RW : 005,1,1,0,0,15 cm,06 desember 2020,0,0,0,0,0,0,0,0,997.0
998,Jakarta Timur,KRAMAT JATI,CAWANG,0,0,1,0,0,15 cm,06 desember 2020,0,0,0,0,0,0,0,0,998.0
999,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,RW : 01,1,1,0,0,5 - 20 cm,15 desember 2020,0,0,0,0,0,0,0,0,999.0
1000,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,0,0,1,0,0,5 - 10 cm,15 desember 2020,0,0,0,0,0,0,0,0,1000.0
1001,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,0,0,1,0,0,10 - 15 cm,15 desember 2020,0,0,0,0,0,0,0,0,1001.0
1002,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,0,0,1,0,0,5 - 20 cm,15 desember 2020,0,0,0,0,0,0,0,0,1002.0
1003,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,0,0,1,0,0,15 cm,15 desember 2020,0,0,0,0,0,0,0,0,1003.0
1004,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,RW : 02,1,1,0,0,5 cm,15 desember 2020,0,0,0,0,0,0,0,0,1004.0
1005,Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,0,0,1,0,0,5 - 20 cm,15 desember 2020,0,0,0,0,0,0,0,0,1005.0
