Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
820,8 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 cm
821,20 februari 2020,jakarta barat,"jakarta barat, semanan",03,0,10 - 60 cm
821,20 februari 2020,jakarta barat,"jakarta barat, semanan",04,0,10 - 60 cm
821,20 februari 2020,jakarta barat,"jakarta barat, semanan",07,0,10 - 60 cm
821,20 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 cm
822,25 februari 2020,jakarta barat,"jakarta barat, semanan",03,0,10 - 60 cm
822,25 februari 2020,jakarta barat,"jakarta barat, semanan",04,0,10 - 60 cm
822,25 februari 2020,jakarta barat,"jakarta barat, semanan",07,0,10 - 60 cm
822,25 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 cm
823,27 februari 2020,jakarta barat,"jakarta barat, semanan",03,0,10 - 60 cm
823,27 februari 2020,jakarta barat,"jakarta barat, semanan",04,0,10 - 60 cm
823,27 februari 2020,jakarta barat,"jakarta barat, semanan",07,0,10 - 60 cm
823,27 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",01,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",02,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",03,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",04,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",05,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",09,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 cm
831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 cm
832,25 februari 2020,jakarta barat,"jakarta barat, duri kepa",14,0,10 - 30 cm
833,20 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",01,0,15 - 50 cm
833,20 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",03,0,15 - 50 cm
833,20 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",05,0,15 - 50 cm
834,23 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",01,0,15 - 50 cm
834,23 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",03,0,15 - 50 cm
834,23 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",05,0,15 - 50 cm
835,25 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",01,0,15 - 50 cm
835,25 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",03,0,15 - 50 cm
835,25 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",05,0,15 - 50 cm
836,2 februari 2020,jakarta barat,"jakarta barat, kedoya utara",08,0,20 - 50 cm
836,2 februari 2020,jakarta barat,"jakarta barat, kedoya utara",,0,20 - 50 cm
837,23 februari 2020,jakarta barat,"jakarta barat, kedoya utara",08,0,20 - 50 cm
837,23 februari 2020,jakarta barat,"jakarta barat, kedoya utara",,0,20 - 50 cm
838,16 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",01,0,10 - 80 cm
838,16 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",02,0,10 - 80 cm
838,16 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",,0,10 - 80 cm
839,25 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",01,0,10 - 80 cm
839,25 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",02,0,10 - 80 cm
839,25 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",,0,10 - 80 cm
840,25 februari 2020,jakarta barat,"jakarta barat, kebon jeruk",01,0,10 - 30 cm
841,1 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",01,0,20 - 60 cm
841,1 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",09,0,20 - 60 cm
842,2 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",01,0,20 - 60 cm
842,2 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",09,0,20 - 60 cm
843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",01,0,30 - 80 cm
843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",03,0,30 - 80 cm
843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",04,0,30 - 80 cm
843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",05,0,30 - 80 cm
843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",08,0,30 - 80 cm
843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 cm
844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",01,0,30 - 80 cm
844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",03,0,30 - 80 cm
844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",04,0,30 - 80 cm
844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",05,0,30 - 80 cm
844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",08,0,30 - 80 cm
844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 cm
845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",01,0,30 - 80 cm
845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",03,0,30 - 80 cm
845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",04,0,30 - 80 cm
845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",05,0,30 - 80 cm
845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",08,0,30 - 80 cm
845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 cm
846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",01,0,30 - 80 cm
846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",03,0,30 - 80 cm
846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",04,0,30 - 80 cm
846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",05,0,30 - 80 cm
846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",08,0,30 - 80 cm
846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 cm
847,25 februari 2020,jakarta barat,"jakarta barat, srengseng",02,0,15 - 20 cm
847,25 februari 2020,jakarta barat,"jakarta barat, srengseng",08,0,15 - 20 cm
848,23 februari 2020,jakarta barat,"jakarta barat, jati pulo",05,0,10 - 40 cm
848,23 februari 2020,jakarta barat,"jakarta barat, jati pulo",09,0,10 - 40 cm
849,25 februari 2020,jakarta barat,"jakarta barat, jati pulo",05,0,10 - 40 cm
849,25 februari 2020,jakarta barat,"jakarta barat, jati pulo",09,0,10 - 40 cm
850,25 februari 2020,jakarta barat,"jakarta barat, kemanggisan",09,0,10 - 40 cm
851,23 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",01,85,10 - 50 cm
851,23 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",02,85,10 - 50 cm
851,23 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",05,85,10 - 50 cm
852,25 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",01,85,10 - 50 cm
852,25 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",02,85,10 - 50 cm
852,25 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",05,85,10 - 50 cm
853,25 februari 2020,jakarta barat,"jakarta barat, kota bambu utara",02,0,10 - 40 cm
854,25 februari 2020,jakarta barat,"jakarta barat, tangki",02,0,30 - 40 cm
854,25 februari 2020,jakarta barat,"jakarta barat, tangki",07,0,30 - 40 cm
855,25 februari 2020,jakarta barat,"jakarta barat, mangga besar",01,0,30 - 40 cm
856,25 februari 2020,jakarta barat,"jakarta barat, pekojan",12,0,30 - 50 cm
857,25 februari 2020,jakarta selatan,"jakarta selatan, cilandak barat",02,0,50 - 80 cm
858,22 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",01,0,20 - 40 cm
858,22 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",07,0,20 - 40 cm
859,23 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",01,0,20 - 40 cm
859,23 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",07,0,20 - 40 cm
860,22 februari 2020,jakarta selatan,"jakarta selatan, pondok labu",03,0,20 cm
861,8 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",05,0,10 - 100 cm
861,8 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",,0,10 - 100 cm
862,20 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",05,0,10 - 100 cm
862,20 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",,0,10 - 100 cm
863,25 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",05,0,10 - 100 cm
863,25 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",,0,10 - 100 cm
864,25 februari 2020,jakarta selatan,"jakarta selatan, cipedak",06,0,10 - 20 cm
865,25 februari 2020,jakarta selatan,"jakarta selatan, kramat pela",08,0,10 - 20 cm
865,25 februari 2020,jakarta selatan,"jakarta selatan, kramat pela",09,0,10 - 20 cm
866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",01,0,10 - 35 cm
866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",02,0,10 - 35 cm
866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",03,0,10 - 35 cm
866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",07,0,10 - 35 cm
867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",01,0,10 - 35 cm
867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",02,0,10 - 35 cm
867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",03,0,10 - 35 cm
867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",07,0,10 - 35 cm
868,25 februari 2020,jakarta selatan,"jakarta selatan, petogogan",01,0,10 - 35 cm
868,25 februari 2020,jakarta selatan,"jakarta selatan, petogogan",02,0,10 - 35 cm
868,25 februari 2020,jakarta selatan,"jakarta selatan, petogogan",03,0,10 - 35 cm
868,25 februari 2020,jakarta selatan,"jakarta selatan, petogogan",07,0,10 - 35 cm
869,25 februari 2020,jakarta selatan,"jakarta selatan, pulo",03,0,10 - 20 cm
870,25 februari 2020,jakarta selatan,"jakarta selatan, cipete utara",06,0,10 - 20 cm
870,25 februari 2020,jakarta selatan,"jakarta selatan, cipete utara",10,0,10 - 20 cm
871,25 februari 2020,jakarta selatan,"jakarta selatan, cipulir",07,0,100 cm
871,25 februari 2020,jakarta selatan,"jakarta selatan, cipulir",10,0,100 cm
872,20 februari 2020,jakarta selatan,"jakarta selatan, kebayoran lama selatan",04,0,10 - 30 cm
873,25 februari 2020,jakarta selatan,"jakarta selatan, kebayoran lama selatan",04,0,10 - 30 cm
874,20 februari 2020,jakarta selatan,"jakarta selatan, pondok pinang",01,0,10 - 60 cm
874,20 februari 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,0,10 - 60 cm
874,20 februari 2020,jakarta selatan,"jakarta selatan, pondok pinang",,0,10 - 60 cm
875,25 februari 2020,jakarta selatan,"jakarta selatan, pondok pinang",01,0,10 - 60 cm
875,25 februari 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,0,10 - 60 cm
875,25 februari 2020,jakarta selatan,"jakarta selatan, pondok pinang",,0,10 - 60 cm
876,23 februari 2020,jakarta selatan,"jakarta selatan, bangka",01,0,10 - 30 cm
876,23 februari 2020,jakarta selatan,"jakarta selatan, bangka",06,0,10 - 30 cm
877,25 februari 2020,jakarta selatan,"jakarta selatan, bangka",01,0,10 - 30 cm
877,25 februari 2020,jakarta selatan,"jakarta selatan, bangka",06,0,10 - 30 cm
878,25 februari 2020,jakarta selatan,"jakarta selatan, kuningan barat",04,0,10 - 30 cm
878,25 februari 2020,jakarta selatan,"jakarta selatan, kuningan barat",05,0,10 - 30 cm
879,23 februari 2020,jakarta selatan,"jakarta selatan, mampang prapatan",05,0,120 cm
879,23 februari 2020,jakarta selatan,"jakarta selatan, mampang prapatan",,0,120 cm
880,22 februari 2020,jakarta selatan,"jakarta selatan, pela mampang",04,0,10 - 30 cm
880,22 februari 2020,jakarta selatan,"jakarta selatan, pela mampang",06,0,10 - 30 cm
881,25 februari 2020,jakarta selatan,"jakarta selatan, pela mampang",04,0,10 - 30 cm
881,25 februari 2020,jakarta selatan,"jakarta selatan, pela mampang",06,0,10 - 30 cm
882,8 februari 2020,jakarta selatan,"jakarta selatan, cikoko",01,0,10 - 25 cm
882,8 februari 2020,jakarta selatan,"jakarta selatan, cikoko",04,0,10 - 25 cm
883,23 februari 2020,jakarta selatan,"jakarta selatan, cikoko",01,0,10 - 25 cm
883,23 februari 2020,jakarta selatan,"jakarta selatan, cikoko",04,0,10 - 25 cm
884,8 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",01,121,50 - 150 cm
884,8 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",02,121,50 - 150 cm
884,8 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",07,121,50 - 150 cm
885,20 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",01,121,50 - 150 cm
885,20 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",02,121,50 - 150 cm
885,20 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",07,121,50 - 150 cm
886,22 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",01,121,50 - 150 cm
886,22 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",02,121,50 - 150 cm
886,22 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",07,121,50 - 150 cm
887,23 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",01,121,50 - 150 cm
887,23 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",02,121,50 - 150 cm
887,23 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",07,121,50 - 150 cm
888,24 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",01,121,50 - 150 cm
888,24 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",02,121,50 - 150 cm
888,24 februari 2020,jakarta selatan,"jakarta selatan, pengadegan",07,121,50 - 150 cm
889,8 februari 2020,jakarta selatan,"jakarta selatan, rawajati",01,282,200 cm
889,8 februari 2020,jakarta selatan,"jakarta selatan, rawajati",03,282,200 cm
889,8 februari 2020,jakarta selatan,"jakarta selatan, rawajati",06,282,200 cm
889,8 februari 2020,jakarta selatan,"jakarta selatan, rawajati",07,282,200 cm
890,20 februari 2020,jakarta selatan,"jakarta selatan, rawajati",01,282,200 cm
890,20 februari 2020,jakarta selatan,"jakarta selatan, rawajati",03,282,200 cm
890,20 februari 2020,jakarta selatan,"jakarta selatan, rawajati",06,282,200 cm
890,20 februari 2020,jakarta selatan,"jakarta selatan, rawajati",07,282,200 cm
891,22 februari 2020,jakarta selatan,"jakarta selatan, rawajati",01,282,200 cm
891,22 februari 2020,jakarta selatan,"jakarta selatan, rawajati",03,282,200 cm
891,22 februari 2020,jakarta selatan,"jakarta selatan, rawajati",06,282,200 cm
891,22 februari 2020,jakarta selatan,"jakarta selatan, rawajati",07,282,200 cm
892,24 februari 2020,jakarta selatan,"jakarta selatan, rawajati",01,282,200 cm
892,24 februari 2020,jakarta selatan,"jakarta selatan, rawajati",03,282,200 cm
892,24 februari 2020,jakarta selatan,"jakarta selatan, rawajati",06,282,200 cm
892,24 februari 2020,jakarta selatan,"jakarta selatan, rawajati",07,282,200 cm
893,22 februari 2020,jakarta selatan,"jakarta selatan, duren tiga",05,0,10 - 50 cm
893,22 februari 2020,jakarta selatan,"jakarta selatan, duren tiga",,0,10 - 50 cm
894,23 februari 2020,jakarta selatan,"jakarta selatan, duren tiga",05,0,10 - 50 cm
894,23 februari 2020,jakarta selatan,"jakarta selatan, duren tiga",,0,10 - 50 cm
895,25 februari 2020,jakarta selatan,"jakarta selatan, duren tiga",05,0,10 - 50 cm
895,25 februari 2020,jakarta selatan,"jakarta selatan, duren tiga",,0,10 - 50 cm
896,25 februari 2020,jakarta selatan,"jakarta selatan, jati padang",06,0,30 - 40 cm
897,25 februari 2020,jakarta selatan,"jakarta selatan, kebagusan",06,0,5 - 40 cm
897,25 februari 2020,jakarta selatan,"jakarta selatan, kebagusan",07,0,5 - 40 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",04,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",10,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",11,329,30 - 120 cm
898,8 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",12,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",04,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",10,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",11,329,30 - 120 cm
899,16 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",12,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",04,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",10,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",11,329,30 - 120 cm
900,20 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",12,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",04,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",10,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",11,329,30 - 120 cm
901,24 februari 2020,jakarta selatan,"jakarta selatan, pejaten timur",12,329,30 - 120 cm
902,23 februari 2020,jakarta selatan,"jakarta selatan, ragunan",04,0,25 - 50 cm
902,23 februari 2020,jakarta selatan,"jakarta selatan, ragunan",09,0,25 - 50 cm
903,25 februari 2020,jakarta selatan,"jakarta selatan, ragunan",04,0,25 - 50 cm
903,25 februari 2020,jakarta selatan,"jakarta selatan, ragunan",09,0,25 - 50 cm
904,25 februari 2020,jakarta selatan,"jakarta selatan, pasar minggu",05,0,15 cm
905,20 februari 2020,jakarta selatan,"jakarta selatan, bintaro",05,0,10 - 30 cm
905,20 februari 2020,jakarta selatan,"jakarta selatan, bintaro",,0,10 - 30 cm
906,25 februari 2020,jakarta selatan,"jakarta selatan, bintaro",05,0,10 - 30 cm
906,25 februari 2020,jakarta selatan,"jakarta selatan, bintaro",,0,10 - 30 cm
907,25 februari 2020,jakarta selatan,"jakarta selatan, petukangan selatan",01,0,10 - 30 cm
907,25 februari 2020,jakarta selatan,"jakarta selatan, petukangan selatan",06,0,10 - 30 cm
908,23 februari 2020,jakarta selatan,"jakarta selatan, guntur",06,0,40 cm
909,22 februari 2020,jakarta selatan,"jakarta selatan, karet semanggi",04,0,10 - 80 cm
910,23 februari 2020,jakarta selatan,"jakarta selatan, karet semanggi",04,0,10 - 80 cm
