,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,tahun
3116,2020-02-08,jakarta selatan,"jakarta selatan, cikoko",1,0,25,2020
3117,2020-02-08,jakarta selatan,"jakarta selatan, cikoko",4,0,25,2020
3118,2020-02-23,jakarta selatan,"jakarta selatan, cikoko",1,0,25,2020
3119,2020-02-23,jakarta selatan,"jakarta selatan, cikoko",4,0,25,2020
3120,2020-02-08,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,2020
3121,2020-02-08,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,2020
3122,2020-02-08,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,2020
3123,2020-02-20,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,2020
3124,2020-02-20,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,2020
3125,2020-02-20,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,2020
3126,2020-02-22,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,2020
3127,2020-02-22,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,2020
3128,2020-02-22,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,2020
3129,2020-02-23,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,2020
3130,2020-02-23,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,2020
3131,2020-02-23,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,2020
3132,2020-02-24,jakarta selatan,"jakarta selatan, pengadegan",1,121,150,2020
3133,2020-02-24,jakarta selatan,"jakarta selatan, pengadegan",2,121,150,2020
3134,2020-02-24,jakarta selatan,"jakarta selatan, pengadegan",7,121,150,2020
3135,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",1,282,200,2020
3136,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",3,282,200,2020
3137,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",6,282,200,2020
3138,2020-02-08,jakarta selatan,"jakarta selatan, rawajati",7,282,200,2020
3139,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",1,282,200,2020
3140,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",3,282,200,2020
3141,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",6,282,200,2020
3142,2020-02-20,jakarta selatan,"jakarta selatan, rawajati",7,282,200,2020
3143,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",1,282,200,2020
3144,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",3,282,200,2020
3145,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",6,282,200,2020
3146,2020-02-22,jakarta selatan,"jakarta selatan, rawajati",7,282,200,2020
3147,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",1,282,200,2020
3148,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",3,282,200,2020
3149,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",6,282,200,2020
3150,2020-02-24,jakarta selatan,"jakarta selatan, rawajati",7,282,200,2020
3151,2020-02-22,jakarta selatan,"jakarta selatan, duren tiga",5,0,50,2020
3152,2020-02-22,jakarta selatan,"jakarta selatan, duren tiga",,0,50,2020
3153,2020-02-23,jakarta selatan,"jakarta selatan, duren tiga",5,0,50,2020
3154,2020-02-23,jakarta selatan,"jakarta selatan, duren tiga",,0,50,2020
3155,2020-02-25,jakarta selatan,"jakarta selatan, duren tiga",5,0,50,2020
3156,2020-02-25,jakarta selatan,"jakarta selatan, duren tiga",,0,50,2020
3157,2020-02-25,jakarta selatan,"jakarta selatan, jati padang",6,0,40,2020
3158,2020-02-25,jakarta selatan,"jakarta selatan, kebagusan",6,0,40,2020
3159,2020-02-25,jakarta selatan,"jakarta selatan, kebagusan",7,0,40,2020
3160,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,2020
3161,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,2020
3162,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,2020
3163,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,2020
3164,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,2020
3165,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,2020
3166,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,2020
3167,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,2020
3168,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,2020
3169,2020-02-08,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,2020
3170,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,2020
3171,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,2020
3172,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,2020
3173,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,2020
3174,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,2020
3175,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,2020
3176,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,2020
3177,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,2020
3178,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,2020
3179,2020-02-16,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,2020
3180,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,2020
3181,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,2020
3182,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,2020
3183,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,2020
3184,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,2020
3185,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,2020
3186,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,2020
3187,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,2020
3188,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,2020
3189,2020-02-20,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,2020
3190,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",3,329,120,2020
3191,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",4,329,120,2020
3192,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",5,329,120,2020
3193,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",6,329,120,2020
3194,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",7,329,120,2020
3195,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",8,329,120,2020
3196,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",9,329,120,2020
3197,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",10,329,120,2020
3198,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",11,329,120,2020
3199,2020-02-24,jakarta selatan,"jakarta selatan, pejaten timur",12,329,120,2020
3200,2020-02-23,jakarta selatan,"jakarta selatan, ragunan",4,0,50,2020
3201,2020-02-23,jakarta selatan,"jakarta selatan, ragunan",9,0,50,2020
3202,2020-02-25,jakarta selatan,"jakarta selatan, ragunan",4,0,50,2020
3203,2020-02-25,jakarta selatan,"jakarta selatan, ragunan",9,0,50,2020
3204,2020-02-25,jakarta selatan,"jakarta selatan, pasar minggu",5,0,15,2020
3205,2020-02-20,jakarta selatan,"jakarta selatan, bintaro",5,0,30,2020
3206,2020-02-20,jakarta selatan,"jakarta selatan, bintaro",,0,30,2020
3207,2020-02-25,jakarta selatan,"jakarta selatan, bintaro",5,0,30,2020
3208,2020-02-25,jakarta selatan,"jakarta selatan, bintaro",,0,30,2020
3209,2020-02-25,jakarta selatan,"jakarta selatan, petukangan selatan",1,0,30,2020
3210,2020-02-25,jakarta selatan,"jakarta selatan, petukangan selatan",6,0,30,2020
3211,2020-02-23,jakarta selatan,"jakarta selatan, guntur",6,0,40,2020
3212,2020-02-22,jakarta selatan,"jakarta selatan, karet semanggi",4,0,80,2020
3213,2020-02-23,jakarta selatan,"jakarta selatan, karet semanggi",4,0,80,2020
3214,2020-02-25,jakarta selatan,"jakarta selatan, karet semanggi",4,0,80,2020
3215,2020-02-23,jakarta selatan,"jakarta selatan, pasar manggis",5,0,40,2020
3216,2020-02-23,jakarta selatan,"jakarta selatan, karet",2,0,30,2020
3217,2020-02-23,jakarta selatan,"jakarta selatan, karet",7,0,30,2020
3218,2020-02-23,jakarta selatan,"jakarta selatan, menteng atas",7,0,20,2020
3219,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",1,15,80,2020
3220,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",4,15,80,2020
3221,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",5,15,80,2020
3222,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",9,15,80,2020
3223,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",10,15,80,2020
3224,2020-02-08,jakarta selatan,"jakarta selatan, manggarai",11,15,80,2020
3225,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",1,15,80,2020
3226,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",4,15,80,2020
3227,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",5,15,80,2020
3228,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",9,15,80,2020
3229,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",10,15,80,2020
3230,2020-02-20,jakarta selatan,"jakarta selatan, manggarai",11,15,80,2020
3231,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",1,15,80,2020
3232,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",4,15,80,2020
3233,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",5,15,80,2020
3234,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",9,15,80,2020
3235,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",10,15,80,2020
3236,2020-02-23,jakarta selatan,"jakarta selatan, manggarai",11,15,80,2020
3237,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",1,15,80,2020
3238,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",4,15,80,2020
3239,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",5,15,80,2020
3240,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",9,15,80,2020
3241,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",10,15,80,2020
3242,2020-02-24,jakarta selatan,"jakarta selatan, manggarai",11,15,80,2020
3243,2020-02-23,jakarta selatan,"jakarta selatan, manggarai selatan",2,0,30,2020
3244,2020-02-23,jakarta selatan,"jakarta selatan, manggarai selatan",5,0,30,2020
3245,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",6,0,100,2020
3246,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",8,0,100,2020
3247,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",11,0,100,2020
3248,2020-02-08,jakarta selatan,"jakarta selatan, bukit duri",12,0,100,2020
3249,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",6,0,100,2020
3250,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",8,0,100,2020
3251,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",11,0,100,2020
3252,2020-02-25,jakarta selatan,"jakarta selatan, bukit duri",12,0,100,2020
3253,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,2020
3254,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,2020
3255,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,2020
3256,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,2020
3257,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,2020
3258,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,2020
3259,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,2020
3260,2020-02-08,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,2020
3261,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,2020
3262,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,2020
3263,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,2020
3264,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,2020
3265,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,2020
3266,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,2020
3267,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,2020
3268,2020-02-20,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,2020
3269,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,2020
3270,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,2020
3271,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,2020
3272,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,2020
3273,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,2020
3274,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,2020
3275,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,2020
3276,2020-02-23,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,2020
3277,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,2020
3278,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,2020
3279,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,2020
3280,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,2020
3281,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,2020
3282,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,2020
3283,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,2020
3284,2020-02-24,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,2020
3285,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",1,420,60,2020
3286,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",2,420,60,2020
3287,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",4,420,60,2020
3288,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",5,420,60,2020
3289,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",6,420,60,2020
3290,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",8,420,60,2020
3291,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",10,420,60,2020
3292,2020-02-25,jakarta selatan,"jakarta selatan, kebon baru",12,420,60,2020
3293,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",1,0,130,2020
3294,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",8,0,130,2020
3295,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",10,0,130,2020
3296,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",11,0,130,2020
3297,2020-02-23,jakarta selatan,"jakarta selatan, menteng dalam",,0,130,2020
3298,2020-02-08,jakarta timur,"jakarta timur, cakung barat",3,98,100,2020
3299,2020-02-08,jakarta timur,"jakarta timur, cakung barat",6,98,100,2020
3300,2020-02-08,jakarta timur,"jakarta timur, cakung barat",7,98,100,2020
3301,2020-02-08,jakarta timur,"jakarta timur, cakung barat",8,98,100,2020
3302,2020-02-08,jakarta timur,"jakarta timur, cakung barat",9,98,100,2020
3303,2020-02-23,jakarta timur,"jakarta timur, cakung barat",3,98,100,2020
3304,2020-02-23,jakarta timur,"jakarta timur, cakung barat",6,98,100,2020
3305,2020-02-23,jakarta timur,"jakarta timur, cakung barat",7,98,100,2020
3306,2020-02-23,jakarta timur,"jakarta timur, cakung barat",8,98,100,2020
3307,2020-02-23,jakarta timur,"jakarta timur, cakung barat",9,98,100,2020
3308,2020-02-22,jakarta timur,"jakarta timur, cakung timur",5,630,100,2020
3309,2020-02-22,jakarta timur,"jakarta timur, cakung timur",6,630,100,2020
3310,2020-02-22,jakarta timur,"jakarta timur, cakung timur",7,630,100,2020
3311,2020-02-22,jakarta timur,"jakarta timur, cakung timur",8,630,100,2020
3312,2020-02-22,jakarta timur,"jakarta timur, cakung timur",9,630,100,2020
3313,2020-02-22,jakarta timur,"jakarta timur, cakung timur",10,630,100,2020
3314,2020-02-22,jakarta timur,"jakarta timur, cakung timur",12,630,100,2020
3315,2020-02-23,jakarta timur,"jakarta timur, cakung timur",5,630,100,2020
3316,2020-02-23,jakarta timur,"jakarta timur, cakung timur",6,630,100,2020
3317,2020-02-23,jakarta timur,"jakarta timur, cakung timur",7,630,100,2020
3318,2020-02-23,jakarta timur,"jakarta timur, cakung timur",8,630,100,2020
3319,2020-02-23,jakarta timur,"jakarta timur, cakung timur",9,630,100,2020
3320,2020-02-23,jakarta timur,"jakarta timur, cakung timur",10,630,100,2020
3321,2020-02-23,jakarta timur,"jakarta timur, cakung timur",12,630,100,2020
3322,2020-02-24,jakarta timur,"jakarta timur, cakung timur",5,630,100,2020
3323,2020-02-24,jakarta timur,"jakarta timur, cakung timur",6,630,100,2020
3324,2020-02-24,jakarta timur,"jakarta timur, cakung timur",7,630,100,2020
3325,2020-02-24,jakarta timur,"jakarta timur, cakung timur",8,630,100,2020
3326,2020-02-24,jakarta timur,"jakarta timur, cakung timur",9,630,100,2020
3327,2020-02-24,jakarta timur,"jakarta timur, cakung timur",10,630,100,2020
3328,2020-02-24,jakarta timur,"jakarta timur, cakung timur",12,630,100,2020
3329,2020-02-27,jakarta timur,"jakarta timur, cakung timur",5,630,100,2020
3330,2020-02-27,jakarta timur,"jakarta timur, cakung timur",6,630,100,2020
3331,2020-02-27,jakarta timur,"jakarta timur, cakung timur",7,630,100,2020
3332,2020-02-27,jakarta timur,"jakarta timur, cakung timur",8,630,100,2020
3333,2020-02-27,jakarta timur,"jakarta timur, cakung timur",9,630,100,2020
3334,2020-02-27,jakarta timur,"jakarta timur, cakung timur",10,630,100,2020
3335,2020-02-27,jakarta timur,"jakarta timur, cakung timur",12,630,100,2020
3336,2020-02-08,jakarta timur,"jakarta timur, penggilingan",3,0,50,2020
3337,2020-02-08,jakarta timur,"jakarta timur, penggilingan",5,0,50,2020
3338,2020-02-08,jakarta timur,"jakarta timur, penggilingan",8,0,50,2020
3339,2020-02-16,jakarta timur,"jakarta timur, penggilingan",3,0,50,2020
3340,2020-02-16,jakarta timur,"jakarta timur, penggilingan",5,0,50,2020
3341,2020-02-16,jakarta timur,"jakarta timur, penggilingan",8,0,50,2020
3342,2020-02-23,jakarta timur,"jakarta timur, penggilingan",3,0,50,2020
3343,2020-02-23,jakarta timur,"jakarta timur, penggilingan",5,0,50,2020
3344,2020-02-23,jakarta timur,"jakarta timur, penggilingan",8,0,50,2020
3345,2020-02-25,jakarta timur,"jakarta timur, penggilingan",3,0,50,2020
3346,2020-02-25,jakarta timur,"jakarta timur, penggilingan",5,0,50,2020
3347,2020-02-25,jakarta timur,"jakarta timur, penggilingan",8,0,50,2020
3348,2020-02-01,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3349,2020-02-01,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3350,2020-02-01,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3351,2020-02-02,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3352,2020-02-02,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3353,2020-02-02,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3354,2020-02-03,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3355,2020-02-03,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3356,2020-02-03,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3357,2020-02-08,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3358,2020-02-08,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3359,2020-02-08,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3360,2020-02-20,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3361,2020-02-20,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3362,2020-02-20,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3363,2020-02-22,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3364,2020-02-22,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3365,2020-02-22,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3366,2020-02-23,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3367,2020-02-23,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3368,2020-02-23,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3369,2020-02-25,jakarta timur,"jakarta timur, rawa terate",4,2564,250,2020
3370,2020-02-25,jakarta timur,"jakarta timur, rawa terate",5,2564,250,2020
3371,2020-02-25,jakarta timur,"jakarta timur, rawa terate",6,2564,250,2020
3372,2020-02-16,jakarta timur,"jakarta timur, jatinegara",2,0,60,2020
3373,2020-02-16,jakarta timur,"jakarta timur, jatinegara",6,0,60,2020
3374,2020-02-16,jakarta timur,"jakarta timur, jatinegara",8,0,60,2020
3375,2020-02-16,jakarta timur,"jakarta timur, jatinegara",9,0,60,2020
3376,2020-02-16,jakarta timur,"jakarta timur, jatinegara",11,0,60,2020
3377,2020-02-23,jakarta timur,"jakarta timur, jatinegara",2,0,60,2020
3378,2020-02-23,jakarta timur,"jakarta timur, jatinegara",6,0,60,2020
3379,2020-02-23,jakarta timur,"jakarta timur, jatinegara",8,0,60,2020
3380,2020-02-23,jakarta timur,"jakarta timur, jatinegara",9,0,60,2020
3381,2020-02-23,jakarta timur,"jakarta timur, jatinegara",11,0,60,2020
3382,2020-02-25,jakarta timur,"jakarta timur, jatinegara",2,0,60,2020
3383,2020-02-25,jakarta timur,"jakarta timur, jatinegara",6,0,60,2020
3384,2020-02-25,jakarta timur,"jakarta timur, jatinegara",8,0,60,2020
3385,2020-02-25,jakarta timur,"jakarta timur, jatinegara",9,0,60,2020
3386,2020-02-25,jakarta timur,"jakarta timur, jatinegara",11,0,60,2020
3387,2020-02-16,jakarta timur,"jakarta timur, pulo gebang",5,0,90,2020
3388,2020-02-16,jakarta timur,"jakarta timur, pulo gebang",8,0,90,2020
3389,2020-02-16,jakarta timur,"jakarta timur, pulo gebang",10,0,90,2020
3390,2020-02-16,jakarta timur,"jakarta timur, pulo gebang",14,0,90,2020
3391,2020-02-16,jakarta timur,"jakarta timur, pulo gebang",15 16,0,90,2020
3392,2020-02-23,jakarta timur,"jakarta timur, pulo gebang",5,0,90,2020
3393,2020-02-23,jakarta timur,"jakarta timur, pulo gebang",8,0,90,2020
3394,2020-02-23,jakarta timur,"jakarta timur, pulo gebang",10,0,90,2020
3395,2020-02-23,jakarta timur,"jakarta timur, pulo gebang",14,0,90,2020
3396,2020-02-23,jakarta timur,"jakarta timur, pulo gebang",15 16,0,90,2020
3397,2020-02-25,jakarta timur,"jakarta timur, pulo gebang",5,0,90,2020
3398,2020-02-25,jakarta timur,"jakarta timur, pulo gebang",8,0,90,2020
3399,2020-02-25,jakarta timur,"jakarta timur, pulo gebang",10,0,90,2020
3400,2020-02-25,jakarta timur,"jakarta timur, pulo gebang",14,0,90,2020
3401,2020-02-25,jakarta timur,"jakarta timur, pulo gebang",15 16,0,90,2020
3402,2020-02-08,jakarta timur,"jakarta timur, bambu apus",2,0,50,2020
3403,2020-02-08,jakarta timur,"jakarta timur, bambu apus",3,0,50,2020
3404,2020-02-08,jakarta timur,"jakarta timur, bambu apus",5,0,50,2020
3405,2020-02-25,jakarta timur,"jakarta timur, bambu apus",2,0,50,2020
3406,2020-02-25,jakarta timur,"jakarta timur, bambu apus",3,0,50,2020
3407,2020-02-25,jakarta timur,"jakarta timur, bambu apus",5,0,50,2020
3408,2020-02-16,jakarta timur,"jakarta timur, cipayung",2,0,35,2020
3409,2020-02-16,jakarta timur,"jakarta timur, cipayung",4,0,35,2020
3410,2020-02-25,jakarta timur,"jakarta timur, cipayung",2,0,35,2020
3411,2020-02-25,jakarta timur,"jakarta timur, cipayung",4,0,35,2020
3412,2020-02-08,jakarta timur,"jakarta timur, lubang buaya",3,0,60,2020
3413,2020-02-08,jakarta timur,"jakarta timur, lubang buaya",4,0,60,2020
3414,2020-02-08,jakarta timur,"jakarta timur, lubang buaya",9,0,60,2020
3415,2020-02-08,jakarta timur,"jakarta timur, lubang buaya",12,0,60,2020
3416,2020-02-16,jakarta timur,"jakarta timur, lubang buaya",3,0,60,2020
3417,2020-02-16,jakarta timur,"jakarta timur, lubang buaya",4,0,60,2020
3418,2020-02-16,jakarta timur,"jakarta timur, lubang buaya",9,0,60,2020
3419,2020-02-16,jakarta timur,"jakarta timur, lubang buaya",12,0,60,2020
3420,2020-02-23,jakarta timur,"jakarta timur, lubang buaya",3,0,60,2020
3421,2020-02-23,jakarta timur,"jakarta timur, lubang buaya",4,0,60,2020
3422,2020-02-23,jakarta timur,"jakarta timur, lubang buaya",9,0,60,2020
3423,2020-02-23,jakarta timur,"jakarta timur, lubang buaya",12,0,60,2020
3424,2020-02-25,jakarta timur,"jakarta timur, lubang buaya",3,0,60,2020
3425,2020-02-25,jakarta timur,"jakarta timur, lubang buaya",4,0,60,2020
3426,2020-02-25,jakarta timur,"jakarta timur, lubang buaya",9,0,60,2020
3427,2020-02-25,jakarta timur,"jakarta timur, lubang buaya",12,0,60,2020
3428,2020-02-28,jakarta timur,"jakarta timur, lubang buaya",3,0,60,2020
3429,2020-02-28,jakarta timur,"jakarta timur, lubang buaya",4,0,60,2020
3430,2020-02-28,jakarta timur,"jakarta timur, lubang buaya",9,0,60,2020
3431,2020-02-28,jakarta timur,"jakarta timur, lubang buaya",12,0,60,2020
3432,2020-02-28,jakarta timur,"jakarta timur, setu",1,0,30,2020
3433,2020-02-25,jakarta timur,"jakarta timur, cilangkap",3,0,40,2020
3434,2020-02-25,jakarta timur,"jakarta timur, cilangkap",4,0,40,2020
3435,2020-02-25,jakarta timur,"jakarta timur, cilangkap",6,0,40,2020
3436,2020-02-28,jakarta timur,"jakarta timur, cilangkap",3,0,40,2020
3437,2020-02-28,jakarta timur,"jakarta timur, cilangkap",4,0,40,2020
3438,2020-02-28,jakarta timur,"jakarta timur, cilangkap",6,0,40,2020
3439,2020-02-15,jakarta timur,"jakarta timur, cibubur",2,0,100,2020
3440,2020-02-15,jakarta timur,"jakarta timur, cibubur",3,0,100,2020
3441,2020-02-15,jakarta timur,"jakarta timur, cibubur",5,0,100,2020
3442,2020-02-15,jakarta timur,"jakarta timur, cibubur",10,0,100,2020
3443,2020-02-15,jakarta timur,"jakarta timur, cibubur",12,0,100,2020
3444,2020-02-25,jakarta timur,"jakarta timur, cibubur",2,0,100,2020
3445,2020-02-25,jakarta timur,"jakarta timur, cibubur",3,0,100,2020
3446,2020-02-25,jakarta timur,"jakarta timur, cibubur",5,0,100,2020
3447,2020-02-25,jakarta timur,"jakarta timur, cibubur",10,0,100,2020
3448,2020-02-25,jakarta timur,"jakarta timur, cibubur",12,0,100,2020
3449,2020-02-25,jakarta timur,"jakarta timur, kelapa dua wetan",2,0,40,2020
3450,2020-02-25,jakarta timur,"jakarta timur, kelapa dua wetan",8,0,40,2020
3451,2020-02-25,jakarta timur,"jakarta timur, kelapa dua wetan",9,0,40,2020
3452,2020-02-25,jakarta timur,"jakarta timur, kelapa dua wetan",11,0,40,2020
3453,2020-02-16,jakarta timur,"jakarta timur, rambutan",1,2286,60,2020
